Actual,Predicted,Top1_Prob,Top1_Class,Top2_Prob,Top2_Class,Top3_Prob,Top3_Class
bird,bird,0.9724467,bird,0.02239419,cat,0.0023045132,frog
horse,cat,0.3212665,cat,0.29235956,dog,0.23366602,deer
deer,deer,0.5587354,deer,0.37728652,cat,0.039668474,dog
car,cat,0.9464083,cat,0.02889353,ship,0.01230227,dog
truck,truck,0.8840646,truck,0.107967876,ship,0.003829588,plane
horse,deer,0.99462634,deer,0.0033146401,cat,0.001444756,horse
plane,cat,0.50007826,cat,0.43089014,plane,0.02662331,bird
ship,cat,0.84712136,cat,0.09529401,ship,0.021667104,dog
car,car,0.98945624,car,0.0077723693,cat,0.002169283,ship
bird,frog,0.49372953,frog,0.27335173,cat,0.12677899,deer
plane,plane,0.9327369,plane,0.061112344,cat,0.0020475122,ship
frog,bird,0.693401,bird,0.18386328,dog,0.055907466,frog
dog,cat,0.8639334,cat,0.13362332,dog,0.0013652291,horse
car,cat,0.9421423,cat,0.030738471,dog,0.0102578355,deer
deer,deer,0.99922097,deer,0.0006237185,bird,7.5516626e-05,cat
bird,cat,0.49700132,cat,0.3892625,deer,0.07407318,bird
ship,ship,0.9926287,ship,0.006582519,cat,0.00039170025,frog
bird,bird,0.9225277,bird,0.023353789,dog,0.015686896,plane
ship,ship,0.99994123,ship,3.03879e-05,cat,8.462253e-06,car
cat,cat,0.9986971,cat,0.0011426533,dog,0.00010785171,frog
cat,cat,0.4966186,cat,0.49614596,dog,0.0043020523,horse
car,cat,0.7134253,cat,0.1526939,car,0.08253287,frog
deer,deer,0.99624735,deer,0.0023542456,cat,0.0009724206,dog
truck,cat,0.39202002,cat,0.3390334,ship,0.11928005,dog
ship,ship,0.9981627,ship,0.0008696574,bird,0.0004634365,plane
car,car,0.9184876,car,0.07169843,cat,0.0058328304,frog
car,car,0.9778031,car,0.021023484,cat,0.0003622698,dog
horse,deer,0.43830505,deer,0.41918916,horse,0.07719431,cat
truck,deer,0.984542,deer,0.01368756,bird,0.0009342971,cat
truck,truck,0.5187752,truck,0.43141204,car,0.01305713,ship
deer,deer,0.59349436,deer,0.38843104,cat,0.01002408,bird
frog,cat,0.67581284,cat,0.32329485,frog,0.0004952197,bird
ship,ship,0.9996006,ship,0.0002458521,cat,9.6845804e-05,frog
dog,dog,0.9814656,dog,0.018156422,cat,0.00035700205,horse
cat,cat,0.72467446,cat,0.25289077,dog,0.008236488,frog
bird,bird,0.56962895,bird,0.22793531,frog,0.08490597,cat
bird,cat,0.8914879,cat,0.052691884,dog,0.042321205,bird
cat,cat,0.94300693,cat,0.028588887,dog,0.017937787,plane
ship,ship,0.5248974,ship,0.4219186,cat,0.03663072,deer
dog,cat,0.6015516,cat,0.39603686,dog,0.002119028,bird
car,frog,0.668686,frog,0.29063353,cat,0.019646402,deer
truck,truck,0.96794015,truck,0.010516825,ship,0.0102573,deer
horse,horse,0.7244271,horse,0.17847186,dog,0.051237423,deer
truck,dog,0.6491093,dog,0.24705233,cat,0.061341155,ship
car,car,0.99982786,car,0.00010649873,cat,4.0708754e-05,dog
dog,deer,0.89995325,deer,0.071824916,cat,0.023953106,dog
cat,cat,0.99724627,cat,0.002245493,deer,0.00035558225,dog
car,cat,0.98308384,cat,0.007758802,frog,0.0050949478,deer
plane,plane,0.97123027,plane,0.020248897,ship,0.007749853,cat
cat,cat,0.96536094,cat,0.03263837,dog,0.0017516146,frog
ship,ship,0.9975973,ship,0.0009371286,bird,0.0006634161,cat
truck,frog,0.72490776,frog,0.10829799,cat,0.092277244,dog
bird,cat,0.6258798,cat,0.34172857,dog,0.017136116,bird
plane,plane,0.9495277,plane,0.016661242,cat,0.0139775,bird
ship,cat,0.59423727,cat,0.21512675,ship,0.119315185,bird
plane,cat,0.47542775,cat,0.3694001,ship,0.09060634,deer
horse,ship,0.5088335,ship,0.34525186,deer,0.110807694,frog
truck,cat,0.60991985,cat,0.18821289,ship,0.10627063,bird
deer,deer,0.9999702,deer,1.32010455e-05,horse,5.0086173e-06,bird
ship,ship,0.98892605,ship,0.007947623,cat,0.0009770173,plane
cat,cat,0.8067374,cat,0.12479399,deer,0.065436654,dog
plane,plane,0.9261567,plane,0.06511263,cat,0.0031608862,deer
horse,bird,0.5765497,bird,0.24969937,cat,0.07401167,deer
plane,plane,0.9602462,plane,0.026450109,bird,0.0068439953,cat
horse,horse,0.9579674,horse,0.017870793,deer,0.012633634,cat
plane,cat,0.87852293,cat,0.042762198,deer,0.030204814,frog
dog,dog,0.9957837,dog,0.0033827042,cat,0.00052453496,deer
dog,dog,0.7351153,dog,0.22884493,deer,0.025093935,horse
deer,deer,0.98412293,deer,0.014918541,cat,0.0005417365,dog
cat,cat,0.725099,cat,0.18049112,dog,0.05628401,ship
plane,ship,0.73135614,ship,0.20491178,cat,0.027981382,deer
truck,frog,0.35078502,frog,0.31830597,cat,0.21438207,ship
truck,deer,0.38138503,deer,0.26448673,bird,0.22207312,ship
plane,deer,0.7923809,deer,0.08260124,cat,0.057598438,ship
bird,cat,0.54744095,cat,0.30242723,frog,0.13550954,bird
bird,deer,0.9489604,deer,0.029098967,cat,0.013280654,horse
plane,plane,0.5086698,plane,0.341601,ship,0.1423757,cat
ship,ship,0.9996106,ship,0.00016479408,frog,0.00015685624,cat
deer,deer,0.9431677,deer,0.025446204,cat,0.012963356,horse
deer,deer,0.9999964,deer,2.0114837e-06,cat,7.276862e-07,bird
dog,dog,0.847468,dog,0.1211111,cat,0.026684139,bird
bird,bird,0.63645726,bird,0.29462904,deer,0.051327046,cat
bird,bird,0.8520274,bird,0.13851874,deer,0.00315293,cat
car,ship,0.34731522,ship,0.34407514,cat,0.17383932,car
car,deer,0.984236,deer,0.0068875216,cat,0.004396118,frog
dog,cat,0.9369229,cat,0.044974495,dog,0.012330403,bird
dog,frog,0.6639054,frog,0.24091598,dog,0.07764933,bird
deer,deer,0.72869974,deer,0.09689946,cat,0.09535736,ship
cat,cat,0.99947757,cat,0.00034105292,dog,0.00015659444,frog
deer,deer,0.921852,deer,0.031117033,frog,0.022609862,cat
plane,plane,0.9492349,plane,0.026086845,bird,0.013507318,ship
ship,ship,0.99920887,ship,0.00045110128,truck,0.00020571332,frog
deer,deer,0.60159117,deer,0.15802819,ship,0.083869375,bird
ship,ship,0.6393384,ship,0.28176707,deer,0.05952707,cat
bird,bird,0.98822266,bird,0.009076192,cat,0.0018239114,frog
dog,dog,0.5713423,dog,0.27718407,cat,0.075335234,horse
frog,cat,0.8480579,cat,0.105588466,deer,0.019654334,dog
dog,dog,0.5065278,dog,0.4922577,cat,0.00068258366,bird
car,car,0.99939084,car,0.00033378662,ship,0.00014162749,truck
horse,deer,0.35195625,deer,0.26285315,plane,0.17678949,bird
bird,bird,0.77829105,bird,0.14697544,cat,0.05113682,plane
deer,deer,0.99940956,deer,0.00039911657,cat,9.7119344e-05,horse
plane,cat,0.9011993,cat,0.03135431,frog,0.030029012,deer
dog,dog,0.9481549,dog,0.05145051,cat,0.00019267095,deer
frog,frog,0.99909747,frog,0.000645571,cat,0.00014046438,bird
ship,deer,0.8641985,deer,0.12187541,ship,0.011038556,cat
horse,horse,0.810514,horse,0.17351381,dog,0.009013645,cat
frog,frog,0.7872838,frog,0.184118,cat,0.021468433,dog
cat,cat,0.6785035,cat,0.30893007,deer,0.0051829456,dog
car,cat,0.8167221,cat,0.062475573,car,0.05441328,frog
cat,cat,0.99959534,cat,0.00037705264,dog,1.47681785e-05,bird
frog,cat,0.8915481,cat,0.0902087,dog,0.017772008,frog
frog,cat,0.9811421,cat,0.0076536243,frog,0.0074831583,bird
deer,cat,0.5950567,cat,0.3191558,deer,0.042179745,dog
dog,dog,0.946666,dog,0.053321082,cat,6.060282e-06,deer
dog,dog,0.9949928,dog,0.004411655,cat,0.00023976248,deer
dog,frog,0.61295426,frog,0.32791886,cat,0.021093424,bird
car,ship,0.38628313,ship,0.3757286,cat,0.14984933,car
ship,cat,0.8617855,cat,0.11422451,frog,0.012585712,deer
horse,cat,0.83932763,cat,0.12645689,dog,0.030874098,deer
cat,cat,0.9996278,cat,0.00013431977,dog,0.00012957306,frog
plane,cat,0.642895,cat,0.13826431,ship,0.074813776,bird
bird,cat,0.63596445,cat,0.26427263,deer,0.08441738,bird
dog,cat,0.7634278,cat,0.18259001,dog,0.051959194,deer
car,car,0.9815544,car,0.010459374,cat,0.002840518,ship
car,cat,0.787483,cat,0.15300247,car,0.035268,dog
car,car,0.7055811,car,0.24199687,truck,0.020124193,ship
frog,frog,0.6840476,frog,0.25633907,cat,0.053876854,bird
horse,bird,0.88837564,bird,0.10292515,cat,0.002754496,horse
bird,cat,0.80983675,cat,0.12472791,bird,0.061266333,deer
car,car,0.7707349,car,0.16038474,cat,0.042844217,bird
bird,cat,0.8129991,cat,0.07817291,dog,0.049315907,ship
cat,cat,0.9087794,cat,0.05676017,deer,0.02349763,dog
truck,ship,0.9709599,ship,0.012946446,cat,0.0072237165,deer
ship,ship,0.9915167,ship,0.0052949013,cat,0.0022730317,bird
cat,cat,0.7276178,cat,0.19348206,deer,0.069254994,dog
car,car,0.887341,car,0.08720433,cat,0.008949753,ship
horse,horse,0.998708,horse,0.0010592516,dog,7.5435186e-05,ship
deer,cat,0.7856282,cat,0.15203232,frog,0.041416172,deer
ship,cat,0.5844802,cat,0.40320846,ship,0.0058360267,frog
deer,deer,0.79386586,deer,0.16617325,cat,0.025997328,bird
horse,dog,0.50860614,dog,0.32167605,cat,0.122662164,horse
dog,dog,0.97529083,dog,0.02462341,cat,4.98345e-05,horse
ship,ship,0.9999864,ship,3.5722196e-06,cat,3.4415318e-06,car
frog,cat,0.9024179,cat,0.067387424,dog,0.018297901,frog
plane,plane,0.41809812,plane,0.27411002,bird,0.18231972,frog
cat,cat,0.96373856,cat,0.033943176,dog,0.0010725836,frog
plane,plane,0.99099606,plane,0.004808113,bird,0.0017238806,frog
ship,cat,0.6794338,cat,0.21079105,frog,0.05643813,ship
cat,frog,0.4523385,frog,0.40775722,bird,0.064831115,dog
deer,deer,0.9233678,deer,0.066745326,cat,0.0054959888,frog
deer,cat,0.93902856,cat,0.05014502,deer,0.003302779,dog
truck,cat,0.6041455,cat,0.1427914,car,0.093985416,dog
deer,deer,0.50994045,deer,0.4409034,cat,0.046289943,frog
frog,frog,0.9945973,frog,0.0021171512,cat,0.0018964878,dog
car,car,0.9904178,car,0.008881859,cat,0.00023638424,truck
dog,cat,0.50955856,cat,0.40268058,deer,0.04023511,dog
horse,dog,0.43125445,dog,0.28990555,cat,0.13450524,deer
horse,deer,0.9645739,deer,0.028973019,horse,0.004600217,cat
truck,cat,0.9798353,cat,0.01027463,ship,0.005595857,dog
plane,deer,0.6301052,deer,0.22713925,bird,0.057224363,cat
car,cat,0.5069244,cat,0.36256534,car,0.035095572,bird
cat,frog,0.8576449,frog,0.064420946,cat,0.04755516,bird
car,ship,0.4947501,ship,0.35687432,car,0.08399459,cat
cat,cat,0.86602956,cat,0.13383083,dog,9.545431e-05,deer
bird,deer,0.44977722,deer,0.24130103,cat,0.11991749,ship
deer,cat,0.95009047,cat,0.037104152,dog,0.009662096,deer
plane,ship,0.33694127,ship,0.29479823,plane,0.21120617,cat
horse,deer,0.6857905,deer,0.26200384,cat,0.036868162,dog
ship,cat,0.95001364,cat,0.028457591,frog,0.008397836,ship
cat,dog,0.5894738,dog,0.21017674,deer,0.19711842,cat
car,car,0.99973005,car,0.00010301602,truck,7.988668e-05,plane
frog,frog,0.8741617,frog,0.11745129,cat,0.004920657,deer
bird,bird,0.3710936,bird,0.2686744,deer,0.256837,plane
car,car,0.9930212,car,0.0016497341,ship,0.0016295409,cat
ship,ship,0.6255428,ship,0.34008327,cat,0.010117016,dog
ship,frog,0.6283454,frog,0.24178463,ship,0.11042262,cat
car,car,0.8855864,car,0.063111335,plane,0.031791586,cat
truck,ship,0.83071244,ship,0.120291315,truck,0.029909583,cat
horse,deer,0.7906887,deer,0.13430987,cat,0.05593366,bird
dog,dog,0.67065,dog,0.32420808,cat,0.0033152867,bird
cat,dog,0.5199516,dog,0.41915375,cat,0.05317863,deer
bird,cat,0.9061759,cat,0.045950413,deer,0.039118994,frog
truck,ship,0.96746653,ship,0.026724575,cat,0.0030400269,truck
plane,plane,0.9996263,plane,0.00020723246,bird,0.00013357139,ship
frog,deer,0.9575193,deer,0.026192872,cat,0.008766013,frog
ship,ship,0.99786204,ship,0.0009928126,plane,0.00036684916,bird
deer,deer,0.99999535,deer,2.3018486e-06,frog,1.1571794e-06,cat
car,frog,0.64965314,frog,0.25069493,cat,0.05921489,bird
dog,cat,0.74382126,cat,0.14406842,deer,0.07052804,bird
horse,horse,0.78576624,horse,0.11040066,dog,0.056025416,bird
bird,deer,0.6641071,deer,0.10127987,ship,0.07865526,cat
deer,cat,0.9219325,cat,0.04950488,deer,0.013447495,frog
horse,horse,0.8610212,horse,0.060964648,ship,0.03510068,cat
plane,deer,0.7777093,deer,0.08424341,dog,0.080135524,cat
deer,deer,0.99508,deer,0.004049601,cat,0.0005295989,bird
truck,truck,0.9957189,truck,0.0019227746,ship,0.001378362,cat
plane,cat,0.7794018,cat,0.07070713,bird,0.055508655,frog
horse,horse,0.99959236,horse,0.00036573518,deer,4.0942276e-05,dog
plane,plane,0.99316025,plane,0.0029417048,cat,0.0023205555,bird
frog,bird,0.4870146,bird,0.2706097,cat,0.13277411,deer
horse,horse,0.4227086,horse,0.3412904,dog,0.0961684,deer
car,cat,0.9054735,cat,0.09318347,plane,0.00093460205,dog
ship,frog,0.49869776,frog,0.16805524,plane,0.16408552,bird
dog,cat,0.72028875,cat,0.15732253,deer,0.04857354,ship
ship,cat,0.41598624,cat,0.21798846,bird,0.18568465,ship
ship,ship,0.99637055,ship,0.0021245608,cat,0.0008012107,deer
horse,horse,0.5333816,horse,0.32143214,dog,0.11208678,cat
plane,ship,0.80068624,ship,0.09204234,plane,0.067469664,cat
plane,plane,0.9999825,plane,1.0580826e-05,ship,2.843983e-06,deer
cat,cat,0.9905938,cat,0.0063926624,dog,0.0017441642,deer
bird,bird,0.7996579,bird,0.0743602,deer,0.062973455,ship
dog,cat,0.96609503,cat,0.022271913,dog,0.004909144,deer
horse,deer,0.91209036,deer,0.07793104,horse,0.007325924,cat
plane,ship,0.65739113,ship,0.13031116,plane,0.1102225,bird
frog,frog,0.8941659,frog,0.047985397,bird,0.04614032,cat
deer,deer,0.99718046,deer,0.0018968898,cat,0.0007564713,bird
deer,cat,0.9023499,cat,0.0876357,deer,0.004591073,ship
truck,deer,0.5123095,deer,0.17749429,cat,0.17161916,ship
car,cat,0.9510164,cat,0.03257163,dog,0.0053945174,car
ship,ship,0.9139795,ship,0.06979195,cat,0.00828146,frog
frog,frog,0.87782943,frog,0.103346765,cat,0.01096189,deer
cat,cat,0.9989492,cat,0.00048306322,dog,0.0001459716,plane
truck,truck,0.9880782,truck,0.009037675,cat,0.0017812182,ship
deer,deer,0.83999217,deer,0.14881821,cat,0.006576978,frog
truck,cat,0.97878337,cat,0.019989308,frog,0.00041805566,dog
cat,cat,0.9880193,cat,0.011962767,dog,1.3313705e-05,deer
cat,cat,0.9992107,cat,0.00047746158,dog,0.00022505665,bird
horse,deer,0.97275496,deer,0.022373673,horse,0.0038779925,dog
dog,cat,0.6770348,cat,0.32285064,dog,9.206828e-05,deer
truck,cat,0.9662172,cat,0.013049064,deer,0.008637239,truck
horse,horse,0.9956161,horse,0.0028245188,dog,0.0011233232,deer
horse,dog,0.98626107,dog,0.01154232,cat,0.0021785425,horse
deer,deer,0.9981688,deer,0.0008766018,cat,0.00061458483,frog
dog,cat,0.63516945,cat,0.33978367,dog,0.011951854,deer
ship,ship,0.99736756,ship,0.0017603827,deer,0.00042168752,frog
bird,cat,0.86076766,cat,0.11105357,deer,0.019449312,bird
ship,ship,0.98265344,ship,0.01464467,deer,0.0012615082,cat
truck,truck,0.990897,truck,0.008682092,ship,0.00023149648,car
dog,dog,0.8437506,dog,0.14258192,cat,0.01066264,bird
cat,cat,0.99462974,cat,0.003441094,dog,0.001138225,frog
car,car,0.98880696,car,0.0063727144,ship,0.0017694691,truck
truck,cat,0.72966874,cat,0.10492683,frog,0.09529168,bird
bird,cat,0.7643803,cat,0.08198998,dog,0.077398375,bird
bird,bird,0.8218751,bird,0.113469146,cat,0.040023856,frog
plane,cat,0.84724367,cat,0.112573385,plane,0.0165439,dog
car,car,0.7404643,car,0.17720605,cat,0.050256103,plane
car,plane,0.4743682,plane,0.19018327,truck,0.16071394,ship
ship,ship,0.5873246,ship,0.4032944,cat,0.002626296,frog
car,car,0.79062015,car,0.16552578,cat,0.026446365,frog
car,car,0.8848158,car,0.053419292,bird,0.034106206,plane
truck,ship,0.7661968,ship,0.12799308,plane,0.04508691,frog
ship,cat,0.719673,cat,0.20499521,ship,0.044218093,dog
truck,ship,0.69342405,ship,0.20298684,cat,0.06673658,deer
truck,truck,0.6205426,truck,0.29546157,cat,0.064867735,ship
plane,cat,0.92932636,cat,0.034170937,bird,0.024386536,ship
bird,bird,0.9905285,bird,0.0037767312,deer,0.0020409876,cat
frog,cat,0.9925488,cat,0.005074384,frog,0.0021359941,dog
truck,cat,0.9028394,cat,0.054224547,truck,0.02033649,dog
car,car,0.9785855,car,0.009084186,cat,0.008728272,truck
truck,deer,0.7580083,deer,0.09260304,cat,0.085047185,dog
plane,cat,0.368059,cat,0.28880855,plane,0.15129544,bird
car,cat,0.9708798,cat,0.020461697,ship,0.0041191634,bird
truck,ship,0.69851005,ship,0.14144269,frog,0.045728922,cat
bird,deer,0.61117053,deer,0.3075862,cat,0.034546085,bird
truck,ship,0.58101505,ship,0.27283955,cat,0.09807453,deer
truck,cat,0.8738978,cat,0.10324782,ship,0.013449625,dog
truck,ship,0.5694412,ship,0.29111636,cat,0.055073693,bird
plane,cat,0.5802763,cat,0.16218822,frog,0.1348403,deer
truck,ship,0.796349,ship,0.10036464,truck,0.055714175,cat
truck,truck,0.85069907,truck,0.13841967,car,0.005893988,cat
bird,cat,0.984766,cat,0.012882467,deer,0.0014685983,frog
car,cat,0.7146641,cat,0.16387077,frog,0.06999443,ship
horse,horse,0.9860264,horse,0.008954972,deer,0.0040830565,dog
plane,plane,0.9998103,plane,9.004356e-05,bird,3.9819188e-05,ship
dog,dog,0.8864333,dog,0.07940066,cat,0.029942432,frog
frog,cat,0.940762,cat,0.05259127,frog,0.004143446,dog
cat,cat,0.73902184,cat,0.23992307,frog,0.018275714,bird
truck,ship,0.70782965,ship,0.18016963,cat,0.1047808,dog
ship,ship,0.85788924,ship,0.072705,cat,0.034600377,deer
cat,cat,0.9873799,cat,0.0113625275,dog,0.00091911876,bird
plane,plane,0.9866356,plane,0.0068012956,cat,0.0028837153,bird
bird,bird,0.88408756,bird,0.11425263,cat,0.0012935083,frog
horse,deer,0.68411547,deer,0.16455731,cat,0.111819185,bird
horse,horse,0.999335,horse,0.00038728656,dog,0.00021697559,deer
deer,deer,0.9995376,deer,0.00025621953,cat,0.00011870797,dog
ship,ship,0.9564151,ship,0.024960628,cat,0.008756827,car
cat,cat,0.96171576,cat,0.037858903,dog,0.0002705976,horse
plane,cat,0.8229884,cat,0.060404703,ship,0.027437106,frog
dog,cat,0.853673,cat,0.066967614,frog,0.036905494,dog
bird,bird,0.7226778,bird,0.27366722,deer,0.00209997,cat
cat,cat,0.53487056,cat,0.3919219,dog,0.031834144,horse
dog,cat,0.8041944,cat,0.09333835,ship,0.043423306,dog
horse,cat,0.9475519,cat,0.028981782,dog,0.016004464,horse
frog,frog,0.83301437,frog,0.15486072,cat,0.0071580517,ship
frog,frog,0.99675304,frog,0.0016215151,cat,0.0012816708,bird
frog,frog,0.93862563,frog,0.03963128,cat,0.0123522105,deer
dog,dog,0.851328,dog,0.14729246,cat,0.0006137358,frog
frog,frog,0.60170126,frog,0.39173558,cat,0.0053197215,dog
dog,cat,0.9986625,cat,0.0011749587,dog,7.049839e-05,deer
deer,frog,0.5594616,frog,0.2741083,cat,0.09814831,deer
dog,cat,0.9859459,cat,0.008648706,dog,0.0027536037,deer
ship,ship,0.5668775,ship,0.15921038,frog,0.14257467,deer
ship,ship,0.9078547,ship,0.040688854,plane,0.040570885,bird
plane,plane,0.9995969,plane,0.00019891303,cat,0.000114534734,horse
truck,cat,0.959302,cat,0.019192226,frog,0.018639037,ship
horse,cat,0.9782528,cat,0.016437307,dog,0.0026052294,deer
truck,dog,0.61594564,dog,0.23907895,cat,0.09240195,truck
plane,ship,0.80342895,ship,0.08991381,truck,0.056398056,frog
frog,cat,0.49750045,cat,0.40034238,frog,0.080132626,dog
truck,truck,0.9827216,truck,0.007798445,frog,0.00478696,cat
frog,cat,0.92631495,cat,0.05464336,dog,0.014729525,frog
car,car,0.9980445,car,0.0008174701,cat,0.0006900375,plane
deer,deer,0.5333669,deer,0.4469358,cat,0.01229304,bird
horse,horse,0.9997582,horse,0.00018746,deer,5.1525745e-05,dog
truck,ship,0.9806606,ship,0.007779185,bird,0.0049589397,cat
plane,plane,0.9979956,plane,0.001591534,ship,0.00015291838,bird
cat,cat,0.81754804,cat,0.1804399,dog,0.0018407457,horse
dog,dog,0.9450432,dog,0.054792322,cat,0.00010360913,horse
deer,deer,0.7364439,deer,0.20429873,cat,0.02306467,dog
horse,deer,0.91569734,deer,0.042611543,horse,0.03562901,cat
frog,frog,0.9080297,frog,0.07431149,cat,0.0096671,bird
truck,truck,0.87350905,truck,0.051895097,cat,0.04331292,car
ship,ship,0.88777477,ship,0.070228785,cat,0.01893412,bird
bird,deer,0.5200198,deer,0.28810734,cat,0.12664711,bird
cat,cat,0.9672025,cat,0.02714456,dog,0.0020505006,frog
truck,ship,0.8537349,ship,0.10107447,frog,0.011326114,bird
cat,cat,0.42584485,cat,0.34295595,deer,0.21987234,dog
cat,dog,0.5004087,dog,0.49327704,cat,0.0032548676,frog
horse,bird,0.5604098,bird,0.15053456,cat,0.102798104,frog
ship,ship,0.96699256,ship,0.015058774,deer,0.013603683,cat
cat,cat,0.99447906,cat,0.005442907,dog,3.9069084e-05,deer
dog,cat,0.9173328,cat,0.08022551,dog,0.0017212486,plane
dog,cat,0.95419025,cat,0.033135824,dog,0.011918429,frog
truck,truck,0.6472683,truck,0.2707001,cat,0.043943327,dog
frog,frog,0.99538404,frog,0.0035434405,cat,0.00072597794,deer
car,cat,0.84145224,cat,0.11577079,car,0.011323139,dog
deer,frog,0.6678254,frog,0.19627476,deer,0.103666,cat
horse,horse,0.92325175,horse,0.060610402,dog,0.014418787,deer
deer,dog,0.5682727,dog,0.24520023,horse,0.06346922,cat
ship,cat,0.47965953,cat,0.44236267,ship,0.03363558,deer
horse,deer,0.510718,deer,0.24441943,dog,0.23602246,cat
horse,deer,0.9514495,deer,0.048045855,horse,0.00046664508,dog
car,cat,0.46570912,cat,0.26144603,dog,0.08683096,frog
cat,cat,0.9996138,cat,0.00017049661,dog,0.00013207692,bird
plane,plane,0.8521321,plane,0.07640441,bird,0.04588269,deer
cat,cat,0.99996996,cat,1.3120679e-05,deer,9.048249e-06,dog
bird,bird,0.72796583,bird,0.26942226,cat,0.0016766471,frog
dog,dog,0.64275795,dog,0.28715405,deer,0.0480663,cat
deer,deer,0.9699711,deer,0.013931757,cat,0.012667915,ship
truck,dog,0.36735767,dog,0.34491348,deer,0.18366346,cat
cat,cat,0.99925655,cat,0.0007256782,dog,5.0139624e-06,bird
dog,dog,0.8825137,dog,0.115430556,cat,0.0009245013,deer
deer,deer,0.999985,deer,6.591339e-06,bird,3.9880247e-06,frog
horse,dog,0.5135692,dog,0.4677381,horse,0.017209232,deer
plane,cat,0.5051736,cat,0.42181653,deer,0.039087024,plane
cat,cat,0.99634874,cat,0.0035554143,dog,3.816829e-05,bird
horse,horse,0.996225,horse,0.0035828406,dog,9.567535e-05,cat
plane,plane,0.69765365,plane,0.1546931,cat,0.054570835,bird
bird,cat,0.5954932,cat,0.34207097,deer,0.049122065,bird
car,cat,0.85555667,cat,0.1431843,dog,0.00077696913,deer
dog,ship,0.57940197,ship,0.25892717,cat,0.060494978,bird
ship,ship,0.9972119,ship,0.0015497445,plane,0.00042303462,cat
horse,deer,0.4360385,deer,0.35594934,cat,0.10939204,ship
cat,cat,0.9999938,cat,2.4926005e-06,dog,2.4246524e-06,bird
dog,dog,0.9950536,dog,0.0048433375,cat,9.679855e-05,bird
horse,deer,0.89937896,deer,0.08607765,horse,0.0072082374,dog
ship,ship,0.9678593,ship,0.028532477,cat,0.0019129659,plane
dog,dog,0.7809968,dog,0.21605603,cat,0.0012992318,frog
horse,horse,0.7984022,horse,0.18598457,deer,0.0062567666,cat
ship,ship,0.9990252,ship,0.00041624636,cat,0.00017825622,plane
car,car,0.98225904,car,0.014546254,cat,0.0013439998,bird
dog,cat,0.7908358,cat,0.20440592,deer,0.0027903535,dog
deer,deer,0.99983823,deer,9.84831e-05,horse,2.5553549e-05,dog
horse,horse,0.995981,horse,0.0035642898,deer,0.00044510348,dog
plane,cat,0.5576507,cat,0.19922042,ship,0.16089992,deer
ship,ship,0.8648531,ship,0.10454,cat,0.008848172,frog
cat,cat,0.87190366,cat,0.1160089,dog,0.0036887804,frog
bird,bird,0.81020045,bird,0.073418364,plane,0.04901077,cat
truck,cat,0.65950066,cat,0.29061797,deer,0.028786277,ship
horse,frog,0.7072857,frog,0.15056017,cat,0.11332403,bird
deer,deer,0.87733847,deer,0.09605492,cat,0.017377807,horse
car,car,0.6503874,car,0.17024888,ship,0.12945354,cat
frog,frog,0.999522,frog,0.00027438859,cat,8.589015e-05,bird
dog,bird,0.6021938,bird,0.16477238,dog,0.12971832,cat
truck,truck,0.5243303,truck,0.3289938,ship,0.1278294,plane
ship,ship,0.96212983,ship,0.033276107,cat,0.0030894638,frog
dog,dog,0.9770512,dog,0.01213424,cat,0.0088299615,horse
dog,dog,0.5928153,dog,0.4068919,cat,0.00014288066,deer
deer,cat,0.7424974,cat,0.22518177,deer,0.015358317,frog
car,car,0.9944569,car,0.004466141,cat,0.0007396906,ship
plane,plane,0.9796855,plane,0.013675463,cat,0.0041354178,deer
truck,truck,0.7838809,truck,0.10123913,dog,0.05888449,ship
deer,deer,0.9771419,deer,0.022335252,cat,0.00030094528,bird
deer,cat,0.96578103,cat,0.02914562,bird,0.0031126654,dog
cat,bird,0.34681296,bird,0.23773493,truck,0.1679056,cat
plane,cat,0.63665545,cat,0.20580499,frog,0.06725278,deer
deer,deer,0.9985814,deer,0.0011800387,bird,9.342787e-05,cat
ship,ship,0.8124207,ship,0.118187666,cat,0.033771284,deer
plane,cat,0.6631651,cat,0.18698965,dog,0.08602871,plane
ship,deer,0.96051294,deer,0.02437574,ship,0.009224772,cat
bird,bird,0.9978696,bird,0.0009846153,dog,0.0006491691,horse
truck,cat,0.8237296,cat,0.109046936,truck,0.024357086,ship
dog,cat,0.8980889,cat,0.06253746,deer,0.021087144,dog
truck,cat,0.37996846,cat,0.23488912,ship,0.21626613,truck
horse,deer,0.9966338,deer,0.0020408381,bird,0.00083504716,horse
deer,deer,0.97134477,deer,0.011362985,cat,0.0066850837,ship
frog,frog,0.9374947,frog,0.044383153,cat,0.006685343,ship
horse,dog,0.32519633,dog,0.27573508,cat,0.24658734,horse
truck,cat,0.71482605,cat,0.10085237,ship,0.09717628,bird
bird,bird,0.7464333,bird,0.11291998,cat,0.08055139,frog
truck,truck,0.9022073,truck,0.035711557,car,0.024611743,plane
cat,cat,0.92933285,cat,0.05963769,dog,0.008467265,frog
horse,horse,0.600291,horse,0.2861816,deer,0.10425575,dog
horse,horse,0.53400075,horse,0.45878616,deer,0.0067469617,dog
ship,ship,0.98001,ship,0.0088078845,deer,0.0050928844,bird
bird,bird,0.6734868,bird,0.1380045,plane,0.10001462,cat
bird,cat,0.708418,cat,0.19383198,deer,0.05386046,bird
