Actual,Predicted,Top1_Prob,Top1_Class,Top2_Prob,Top2_Class,Top3_Prob,Top3_Class
ship,ship,0.6420727,ship,0.15311186,cat,0.08891821,plane
dog,dog,0.98284954,dog,0.016993685,bird,7.492828e-05,cat
truck,truck,0.47191447,truck,0.29255122,deer,0.06198376,ship
bird,deer,0.95597035,deer,0.027672477,cat,0.008202178,bird
dog,cat,0.62833744,cat,0.28032002,dog,0.07096974,deer
deer,deer,0.58708084,deer,0.2894939,cat,0.033285636,ship
deer,bird,0.69214916,bird,0.16487928,deer,0.055757012,horse
truck,ship,0.8414004,ship,0.07318532,deer,0.07275055,cat
plane,plane,0.9230336,plane,0.06700968,deer,0.0036928665,frog
frog,frog,0.9973924,frog,0.0017642998,cat,0.00054347806,bird
car,deer,0.40991572,deer,0.32664067,bird,0.1265416,ship
bird,cat,0.9005931,cat,0.031576265,plane,0.022984825,deer
dog,cat,0.4443012,cat,0.32630634,dog,0.09372308,deer
car,ship,0.8514145,ship,0.09077619,car,0.024608603,truck
frog,frog,0.33312815,frog,0.22711603,dog,0.18456888,cat
horse,ship,0.8587204,ship,0.095554665,deer,0.015084091,plane
car,deer,0.51484513,deer,0.19813201,bird,0.09167535,dog
dog,cat,0.53465444,cat,0.40377122,bird,0.032145314,plane
ship,ship,0.7853129,ship,0.10872249,deer,0.04218374,cat
ship,ship,0.98660177,ship,0.007522044,cat,0.0028610367,deer
plane,plane,0.98564446,plane,0.0064011286,ship,0.0036128373,cat
cat,cat,0.91430724,cat,0.030255152,deer,0.018298067,plane
truck,truck,0.9999386,truck,3.52778e-05,car,6.9041107e-06,deer
deer,deer,0.46054748,deer,0.18996353,plane,0.16512802,cat
plane,deer,0.43838248,deer,0.27654514,bird,0.21614781,cat
cat,cat,0.7231167,cat,0.118578546,bird,0.10133289,frog
deer,cat,0.35544544,cat,0.24323766,plane,0.2151887,deer
truck,ship,0.61447906,ship,0.17256263,deer,0.17214338,cat
bird,bird,0.98683506,bird,0.005440478,frog,0.004892717,cat
deer,frog,0.5647935,frog,0.24937196,bird,0.1332004,deer
cat,cat,0.9918052,cat,0.004186186,plane,0.0026982757,dog
plane,ship,0.7023526,ship,0.17152719,cat,0.08995601,plane
frog,cat,0.54314566,cat,0.16188392,deer,0.10221946,frog
deer,deer,0.9178517,deer,0.04027089,cat,0.019709267,frog
dog,deer,0.6137781,deer,0.2946605,cat,0.029441668,bird
frog,frog,0.99724954,frog,0.0013692704,cat,0.0005723596,dog
frog,deer,0.4469593,deer,0.2614069,cat,0.10769575,dog
horse,horse,0.9861435,horse,0.008130999,deer,0.005347827,dog
ship,ship,0.7983884,ship,0.18337889,deer,0.009174398,bird
deer,deer,0.51623166,deer,0.40209514,cat,0.057765696,dog
ship,bird,0.42083585,bird,0.16973184,cat,0.13053362,deer
ship,ship,0.7997942,ship,0.16419242,deer,0.01757136,bird
cat,deer,0.97765076,deer,0.010971878,cat,0.007206709,frog
bird,bird,0.99565107,bird,0.0028092356,frog,0.0008274965,cat
ship,deer,0.87248045,deer,0.06629085,cat,0.032882325,plane
plane,deer,0.6296535,deer,0.30057946,cat,0.032210384,bird
bird,cat,0.52604806,cat,0.1917387,plane,0.11941303,bird
dog,cat,0.65801513,cat,0.18601665,plane,0.06402608,bird
frog,frog,0.9921217,frog,0.0039487965,cat,0.00302195,bird
ship,ship,0.9453641,ship,0.02429114,deer,0.012457059,cat
horse,dog,0.31105614,dog,0.30470657,horse,0.27932635,cat
ship,plane,0.5472901,plane,0.26268765,cat,0.10964871,ship
truck,ship,0.65441,ship,0.20303759,deer,0.09183907,cat
truck,ship,0.30813226,ship,0.23565207,deer,0.20064606,truck
plane,ship,0.70127296,ship,0.1716772,plane,0.0712515,deer
frog,plane,0.8752144,plane,0.045999825,frog,0.031432223,ship
frog,frog,0.9634904,frog,0.023485832,cat,0.008002705,deer
ship,ship,0.98514485,ship,0.006243488,truck,0.0053828363,cat
car,ship,0.7287312,ship,0.16002035,car,0.08319442,plane
car,car,0.85358113,car,0.043786265,cat,0.035629872,deer
horse,cat,0.48512354,cat,0.40253955,dog,0.034814842,horse
deer,deer,0.94176966,deer,0.036006853,cat,0.007381151,bird
deer,deer,0.78706807,deer,0.20293054,cat,0.0036843552,dog
bird,bird,0.9976494,bird,0.0019575253,ship,0.00023273574,plane
cat,cat,0.9385813,cat,0.030947214,dog,0.008838202,bird
frog,frog,0.9999813,frog,7.830889e-06,cat,3.9749707e-06,bird
truck,cat,0.9897272,cat,0.004286945,dog,0.0041143275,plane
frog,frog,0.69641876,frog,0.12952295,bird,0.085077964,plane
bird,plane,0.55268174,plane,0.3194826,bird,0.093071796,cat
deer,deer,0.99940884,deer,0.00043306124,cat,6.34091e-05,dog
car,car,0.99874264,car,0.0009024139,bird,0.0003059182,cat
ship,ship,0.9747161,ship,0.020738263,deer,0.0017902026,cat
bird,horse,0.6094338,horse,0.16125429,cat,0.10209364,dog
cat,cat,0.8624265,cat,0.07642985,deer,0.01996441,ship
car,cat,0.9228288,cat,0.045957573,plane,0.020489227,bird
frog,cat,0.76477486,cat,0.12351411,frog,0.039666884,bird
ship,ship,0.9995023,ship,0.00023700071,plane,0.00011874353,car
frog,frog,0.99758637,frog,0.0014068873,cat,0.00026360565,deer
ship,ship,0.9956312,ship,0.0020808727,cat,0.001603751,deer
dog,cat,0.52186614,cat,0.41807994,dog,0.0420006,deer
truck,deer,0.55004466,deer,0.2138802,ship,0.14553134,cat
plane,plane,0.46080923,plane,0.32980615,cat,0.13057587,bird
car,car,0.9715226,car,0.017379537,cat,0.004756073,deer
plane,plane,0.24599504,plane,0.21733451,cat,0.18651888,ship
bird,plane,0.54245424,plane,0.37975588,bird,0.03732844,deer
truck,ship,0.7376769,ship,0.15434894,truck,0.073634446,deer
bird,plane,0.5652623,plane,0.39327264,bird,0.025454596,cat
truck,cat,0.72336435,cat,0.16912083,deer,0.046893094,bird
plane,ship,0.39745203,ship,0.25579354,cat,0.21028319,plane
truck,cat,0.46671945,cat,0.39271256,deer,0.06371885,frog
horse,horse,0.5054601,horse,0.2131326,bird,0.16692428,dog
ship,ship,0.9146456,ship,0.070979774,deer,0.0061538005,cat
dog,cat,0.62083334,cat,0.18532282,frog,0.08435725,deer
plane,ship,0.94693935,ship,0.026065491,deer,0.01662898,plane
frog,frog,0.9543834,frog,0.03426487,cat,0.006205696,bird
frog,cat,0.61444443,cat,0.24515636,deer,0.054549452,bird
ship,ship,0.98737955,ship,0.00395218,deer,0.0036365725,cat
car,deer,0.409966,deer,0.29603156,cat,0.19112767,plane
frog,deer,0.95726776,deer,0.017066361,frog,0.01560703,cat
dog,cat,0.6998144,cat,0.11231268,bird,0.111873016,deer
ship,ship,0.9938951,ship,0.0031941896,cat,0.0013788257,frog
horse,cat,0.7738145,cat,0.06522127,frog,0.06342386,deer
truck,frog,0.43627304,frog,0.36553043,deer,0.08108805,cat
bird,bird,0.5533419,bird,0.2716574,deer,0.08238989,dog
car,car,0.5606226,car,0.35712948,cat,0.029622212,deer
frog,frog,0.9947385,frog,0.0023297514,cat,0.0018305726,deer
horse,cat,0.72089833,cat,0.1458797,deer,0.06587122,dog
dog,dog,0.7382176,dog,0.12800606,deer,0.0836483,horse
frog,frog,0.6635021,frog,0.30151206,deer,0.020618014,bird
cat,cat,0.86553663,cat,0.072446406,deer,0.035496853,bird
plane,bird,0.6838694,bird,0.22156286,frog,0.07739082,plane
truck,ship,0.94600546,ship,0.017620502,deer,0.015084823,cat
ship,bird,0.93702275,bird,0.022496797,ship,0.01901226,plane
truck,truck,0.62032753,truck,0.1405056,car,0.13143896,ship
dog,deer,0.88137656,deer,0.098610416,cat,0.010831614,dog
truck,ship,0.88274086,ship,0.043630507,plane,0.038789775,deer
truck,cat,0.7348111,cat,0.21512914,frog,0.039611053,deer
truck,ship,0.9513314,ship,0.03634538,deer,0.006338635,cat
cat,cat,0.93931395,cat,0.021827834,deer,0.015122114,frog
frog,bird,0.75945824,bird,0.13023949,frog,0.054595694,cat
deer,deer,0.97523105,deer,0.021572568,cat,0.0017422884,dog
deer,deer,0.8085606,deer,0.13289727,cat,0.022576962,frog
ship,ship,0.86900413,ship,0.119317375,deer,0.0060198833,cat
ship,ship,0.7053301,ship,0.21368854,cat,0.058454845,deer
car,ship,0.40499598,ship,0.2635083,plane,0.2489178,deer
horse,horse,0.9169145,horse,0.059649933,bird,0.02102386,deer
cat,deer,0.50190496,deer,0.46879873,cat,0.014509468,dog
plane,plane,0.40326563,plane,0.34635478,cat,0.16945432,deer
frog,cat,0.80559003,cat,0.15195185,frog,0.03668706,deer
bird,bird,0.5262707,bird,0.36553597,frog,0.043110695,cat
deer,deer,0.89765686,deer,0.09067422,cat,0.0071394434,horse
ship,ship,0.9022271,ship,0.034018695,deer,0.02565781,cat
bird,bird,0.9657273,bird,0.014439002,plane,0.006521843,cat
bird,bird,0.99995184,bird,1.72754e-05,plane,1.6451007e-05,cat
truck,ship,0.95038354,ship,0.03233323,deer,0.007677146,cat
bird,cat,0.34158692,cat,0.30367565,deer,0.17070122,plane
bird,frog,0.32411498,frog,0.25013754,cat,0.24697188,bird
truck,deer,0.5230431,deer,0.22261286,ship,0.120924324,cat
horse,deer,0.22910477,deer,0.21729921,horse,0.2070639,cat
deer,deer,0.59813565,deer,0.38189027,cat,0.0150405485,dog
car,cat,0.8026201,cat,0.10330473,dog,0.07519553,deer
truck,deer,0.9911532,deer,0.0049063233,cat,0.0017710708,horse
car,plane,0.6746421,plane,0.09732836,deer,0.06352767,car
deer,plane,0.7171425,plane,0.111489914,deer,0.10061204,bird
cat,cat,0.38875052,cat,0.19848138,ship,0.17545086,deer
dog,bird,0.89440274,bird,0.05292373,deer,0.034507383,cat
cat,cat,0.4144757,cat,0.2772366,deer,0.21566263,horse
ship,ship,0.6529748,ship,0.33517238,deer,0.0065145334,bird
truck,plane,0.8769255,plane,0.07786174,cat,0.02710644,truck
cat,cat,0.9994012,cat,0.00038014163,dog,0.00012233912,frog
frog,frog,0.7514401,frog,0.14727162,bird,0.08469154,cat
bird,bird,0.9410545,bird,0.021766111,plane,0.015824117,cat
plane,ship,0.7583381,ship,0.13296923,deer,0.0602486,plane
ship,cat,0.43309468,cat,0.26303613,plane,0.15179883,dog
truck,deer,0.5187827,deer,0.32196003,cat,0.06313295,plane
plane,bird,0.7100327,bird,0.13369876,plane,0.061779667,deer
dog,cat,0.7155055,cat,0.27536047,dog,0.00763501,deer
car,car,0.3448872,car,0.29426318,cat,0.091505036,ship
dog,deer,0.9291974,deer,0.031506404,cat,0.021397367,dog
ship,ship,0.5339215,ship,0.26517144,deer,0.14688951,plane
bird,bird,0.9855621,bird,0.013623376,cat,0.0006652861,frog
car,cat,0.4248051,cat,0.27601108,plane,0.14958616,deer
bird,bird,0.6569382,bird,0.19601183,plane,0.08103787,ship
cat,cat,0.7451681,cat,0.22358131,dog,0.024318978,deer
bird,bird,0.5291405,bird,0.28964582,cat,0.055967975,plane
deer,deer,0.99995136,deer,3.5947196e-05,bird,4.172225e-06,horse
ship,ship,0.60214335,ship,0.22808146,deer,0.11324018,cat
deer,cat,0.3322263,cat,0.25430852,frog,0.19036986,bird
plane,plane,0.915919,plane,0.04137697,frog,0.023664568,cat
frog,deer,0.5633038,deer,0.29817832,cat,0.054062184,plane
deer,deer,0.9989184,deer,0.00087326975,cat,0.000104781524,bird
bird,plane,0.44184902,plane,0.20981078,cat,0.11681657,deer
truck,ship,0.9418296,ship,0.02184716,truck,0.013560911,horse
ship,ship,0.9377343,ship,0.03979453,deer,0.011006027,cat
deer,deer,0.8419479,deer,0.09641231,bird,0.024938276,cat
horse,horse,0.5524763,horse,0.3909755,deer,0.020943694,cat
frog,deer,0.82934964,deer,0.08088076,cat,0.036515754,frog
bird,bird,0.7067405,bird,0.22176903,deer,0.038897313,cat
deer,deer,0.9959656,deer,0.0024936781,cat,0.0007792674,plane
horse,deer,0.956847,deer,0.0322131,cat,0.0054591317,frog
horse,cat,0.9120807,cat,0.025641436,deer,0.023296583,dog
frog,frog,0.9998381,frog,7.2441595e-05,bird,3.0545816e-05,cat
deer,deer,0.8865669,deer,0.08104435,cat,0.016228363,plane
bird,bird,0.5467075,bird,0.2886679,plane,0.1319915,cat
bird,deer,0.57267463,deer,0.15729688,bird,0.14574325,cat
cat,cat,0.8354891,cat,0.14009053,dog,0.007661458,plane
bird,bird,0.69737,bird,0.16455598,frog,0.08348974,cat
deer,deer,0.3744122,deer,0.34970677,dog,0.15699974,cat
truck,cat,0.5381846,cat,0.28199205,deer,0.0620741,bird
plane,plane,0.98765486,plane,0.0072443667,deer,0.0019488904,bird
plane,deer,0.5776464,deer,0.2485755,bird,0.118907794,plane
truck,deer,0.846035,deer,0.10297565,plane,0.02349038,cat
frog,bird,0.38306364,bird,0.36737671,frog,0.17691201,deer
dog,dog,0.93899864,dog,0.031990804,cat,0.02597094,horse
ship,ship,0.99960357,ship,0.00014350511,deer,0.00014211403,frog
dog,cat,0.7292513,cat,0.18068118,dog,0.059750874,deer
bird,bird,0.99411136,bird,0.004742287,frog,0.0007213581,plane
deer,deer,0.4821339,deer,0.28419992,cat,0.1271705,plane
ship,ship,0.34436077,ship,0.22623247,cat,0.124475904,deer
ship,cat,0.44136685,cat,0.4255655,deer,0.052116614,bird
frog,frog,0.8296898,frog,0.16917215,cat,0.00037272126,ship
deer,plane,0.5208482,plane,0.17807278,ship,0.13846354,frog
dog,bird,0.77268755,bird,0.14459153,dog,0.07856082,cat
horse,horse,0.9052272,horse,0.09472257,deer,1.6018195e-05,dog
frog,frog,0.8382215,frog,0.05901838,bird,0.0370874,deer
cat,cat,0.6741739,cat,0.18327361,frog,0.057899214,bird
horse,deer,0.91791666,deer,0.05998208,cat,0.0055353125,ship
plane,plane,0.6465377,plane,0.17250419,ship,0.08089784,deer
deer,deer,0.95280176,deer,0.023682507,cat,0.02206639,bird
plane,cat,0.67039937,cat,0.18061258,bird,0.10073053,plane
dog,deer,0.5411176,deer,0.29779193,cat,0.078107804,ship
ship,ship,0.4132871,ship,0.2724554,deer,0.14084111,cat
bird,dog,0.7248813,dog,0.15771323,deer,0.090300575,cat
ship,ship,0.9308935,ship,0.0284922,deer,0.025181124,cat
plane,deer,0.99201727,deer,0.003522906,plane,0.0032786902,ship
deer,deer,0.9994815,deer,0.00027727569,cat,0.00013515117,bird
truck,frog,0.6711323,frog,0.16785654,cat,0.15483089,bird
bird,cat,0.691836,cat,0.12173611,bird,0.11149798,dog
cat,cat,0.76376945,cat,0.10582895,bird,0.046752986,frog
frog,cat,0.7312549,cat,0.09748499,deer,0.05473373,frog
ship,ship,0.69255984,ship,0.14700581,deer,0.14296803,cat
car,car,0.9965329,car,0.0015340407,deer,0.00049065216,cat
frog,frog,0.8541993,frog,0.10786126,cat,0.025354577,deer
plane,plane,0.85122913,plane,0.048013873,cat,0.036517214,ship
ship,ship,0.9920745,ship,0.0040214723,plane,0.0027313991,deer
deer,cat,0.61116207,cat,0.28925234,deer,0.04477637,horse
cat,cat,0.7699542,cat,0.085944355,dog,0.07380726,bird
car,car,0.64198256,car,0.30749315,bird,0.019054793,cat
deer,deer,0.5347489,deer,0.31399247,cat,0.051567875,ship
dog,deer,0.7950795,deer,0.083276525,cat,0.046920765,ship
bird,bird,0.35759902,bird,0.2846212,cat,0.26507157,plane
deer,deer,0.99800044,deer,0.0010681621,cat,0.0005132716,bird
cat,cat,0.68598205,cat,0.092748016,plane,0.072930254,dog
frog,cat,0.676865,cat,0.12209496,ship,0.06818117,deer
plane,ship,0.37104708,ship,0.25864503,cat,0.19569944,plane
horse,deer,0.4576238,deer,0.25950179,horse,0.21432994,cat
car,ship,0.3078216,ship,0.27733812,deer,0.19224752,plane
cat,cat,0.980115,cat,0.006254352,horse,0.005496007,dog
dog,cat,0.92124385,cat,0.064917386,dog,0.012518918,deer
horse,horse,0.4106487,horse,0.39176658,cat,0.16827555,dog
car,car,0.5961652,car,0.21058087,deer,0.13162401,ship
ship,plane,0.7322126,plane,0.108089305,deer,0.09483818,ship
plane,plane,0.6212738,plane,0.15131208,deer,0.09542403,bird
deer,cat,0.76528627,cat,0.17436557,deer,0.023990497,ship
ship,bird,0.9747697,bird,0.02111268,cat,0.0016388249,dog
bird,deer,0.981961,deer,0.0149544,bird,0.0015528909,ship
horse,cat,0.46506995,cat,0.21501683,deer,0.11578615,dog
horse,horse,0.66904956,horse,0.26866135,deer,0.026432164,dog
plane,ship,0.5223542,ship,0.14093892,plane,0.1269558,deer
bird,ship,0.28750622,ship,0.23813984,cat,0.20176968,bird
bird,bird,0.7744033,bird,0.15947308,cat,0.020869238,deer
deer,frog,0.46501565,frog,0.32778582,deer,0.09647207,cat
cat,deer,0.7551529,deer,0.19513927,cat,0.019739987,frog
cat,cat,0.9999168,cat,7.3236995e-05,dog,6.104524e-06,deer
car,frog,0.70845777,frog,0.14257655,cat,0.07133162,dog
frog,cat,0.68815374,cat,0.16621375,bird,0.124854,deer
car,cat,0.54168224,cat,0.38036653,deer,0.03463227,plane
frog,cat,0.61193925,cat,0.1790027,deer,0.10033062,frog
deer,cat,0.46432436,cat,0.3823331,deer,0.058670424,dog
frog,frog,0.9981396,frog,0.0012386848,bird,0.00024180803,cat
horse,horse,0.792387,horse,0.19534701,deer,0.006572888,cat
deer,deer,0.44378585,deer,0.4017713,cat,0.046201896,plane
horse,cat,0.3015362,cat,0.25296843,deer,0.15654568,frog
cat,cat,0.5641358,cat,0.29423976,deer,0.038357563,plane
ship,cat,0.9186617,cat,0.041618615,deer,0.019061133,dog
car,plane,0.7708447,plane,0.07110848,frog,0.05310162,deer
cat,deer,0.5342737,deer,0.24400862,cat,0.1794961,bird
car,car,0.97753716,car,0.008220556,truck,0.007052178,cat
deer,deer,0.98539114,deer,0.009509775,cat,0.002178703,horse
frog,frog,0.84344643,frog,0.08761932,cat,0.021837447,plane
dog,cat,0.9428736,cat,0.015117143,deer,0.013967497,dog
dog,ship,0.48455206,ship,0.23940696,cat,0.14070104,plane
horse,horse,0.99799937,horse,0.001977473,deer,2.0006428e-05,dog
deer,deer,0.95693064,deer,0.020815844,cat,0.008067618,ship
dog,deer,0.75531226,deer,0.12212902,dog,0.11108914,cat
deer,cat,0.64089185,cat,0.13867758,deer,0.08573962,plane
truck,frog,0.24627386,frog,0.20755695,truck,0.19632208,car
horse,deer,0.6915629,deer,0.27988166,cat,0.023064982,dog
horse,horse,0.92050296,horse,0.05656643,deer,0.012289834,dog
bird,cat,0.59408885,cat,0.2299739,bird,0.10075401,deer
cat,cat,0.4677573,cat,0.31190005,deer,0.14708373,bird
cat,cat,0.5570653,cat,0.40501863,plane,0.011112468,dog
frog,frog,0.35805485,frog,0.30712047,ship,0.20925996,cat
horse,cat,0.7248128,cat,0.20856172,deer,0.029223943,dog
deer,deer,0.6796546,deer,0.2354677,cat,0.03064745,ship
car,cat,0.87994397,cat,0.033362605,plane,0.031706598,deer
frog,cat,0.7425,cat,0.10500258,deer,0.07948128,frog
car,bird,0.39119154,bird,0.30462322,ship,0.15174711,cat
plane,plane,0.8923561,plane,0.048789654,cat,0.027849706,bird
frog,cat,0.39553276,cat,0.38993552,deer,0.17102775,frog
truck,ship,0.8785708,ship,0.06307332,frog,0.02726888,plane
frog,deer,0.5306852,deer,0.37108085,frog,0.04794667,cat
plane,plane,0.5004311,plane,0.36432365,cat,0.038610913,ship
bird,deer,0.7543679,deer,0.2146445,cat,0.011508486,frog
plane,plane,0.48822108,plane,0.3973571,bird,0.07801929,deer
bird,cat,0.97155285,cat,0.0120243095,plane,0.0081729265,bird
deer,cat,0.56461006,cat,0.26497668,deer,0.06907901,dog
horse,horse,0.5064635,horse,0.31456047,deer,0.10130655,ship
plane,plane,0.9929295,plane,0.0050721713,bird,0.0009186184,cat
plane,bird,0.72495586,bird,0.15499619,frog,0.112048134,plane
plane,plane,0.35647932,plane,0.3246491,cat,0.15352651,bird
plane,ship,0.545047,ship,0.2833913,plane,0.057597417,deer
horse,deer,0.63310534,deer,0.13789408,horse,0.120949484,cat
dog,dog,0.99995196,dog,2.1434134e-05,cat,2.1410193e-05,bird
cat,cat,0.9640599,cat,0.01667053,deer,0.009652875,dog
bird,deer,0.6525563,deer,0.18798554,cat,0.061415862,dog
horse,deer,0.93241805,deer,0.023965193,frog,0.013430712,dog
ship,ship,0.9947864,ship,0.0037841247,plane,0.0007457654,deer
dog,cat,0.6446998,cat,0.15154645,deer,0.11322187,dog
dog,cat,0.8040409,cat,0.10059007,deer,0.04708615,plane
bird,frog,0.4411874,frog,0.25598896,deer,0.21105915,bird
bird,deer,0.81659204,deer,0.13916999,bird,0.0309365,cat
ship,ship,0.74277514,ship,0.10797275,deer,0.07927559,cat
truck,ship,0.32225347,ship,0.31154218,deer,0.22110608,truck
car,cat,0.52933985,cat,0.24602157,car,0.13106881,frog
bird,cat,0.5746592,cat,0.30057645,frog,0.059786253,deer
bird,deer,0.8518841,deer,0.08034227,cat,0.03515357,bird
plane,cat,0.74056095,cat,0.108013414,dog,0.087823175,deer
cat,cat,0.8620747,cat,0.085375555,dog,0.034775734,bird
deer,deer,0.9473957,deer,0.025992325,cat,0.01793885,frog
truck,cat,0.89347196,cat,0.08237202,dog,0.010209231,frog
car,plane,0.95568335,plane,0.011865557,ship,0.010695192,bird
frog,cat,0.772553,cat,0.15908042,bird,0.05173251,frog
truck,ship,0.6654349,ship,0.10931987,cat,0.10392784,plane
plane,deer,0.54295474,deer,0.3160662,cat,0.11702935,ship
ship,ship,0.8333682,ship,0.14750017,plane,0.008021664,bird
cat,cat,0.42996064,cat,0.40605554,plane,0.052700743,deer
frog,frog,0.98908335,frog,0.004240288,bird,0.0023375412,cat
deer,deer,0.99995816,deer,3.3599463e-05,cat,3.8901285e-06,horse
frog,frog,0.55213296,frog,0.16344868,dog,0.13608284,cat
horse,horse,0.9452591,horse,0.025074977,deer,0.021841811,cat
dog,deer,0.3623401,deer,0.2871809,cat,0.091621436,plane
car,frog,0.5609773,frog,0.18822423,deer,0.1796338,cat
ship,ship,0.92884773,ship,0.032303456,cat,0.02917275,deer
truck,bird,0.7229411,bird,0.10679316,ship,0.10514393,deer
plane,plane,0.5417528,plane,0.4509729,ship,0.0033777806,deer
dog,cat,0.7309484,cat,0.14298518,dog,0.11907645,bird
plane,deer,0.3818667,deer,0.2695898,plane,0.24736845,cat
dog,cat,0.45643097,cat,0.25514746,dog,0.114629656,deer
deer,dog,0.5890732,dog,0.34150833,cat,0.035426646,horse
cat,bird,0.66388863,bird,0.29154423,deer,0.023907576,cat
ship,ship,0.887111,ship,0.047518216,cat,0.036202114,deer
dog,cat,0.61810064,cat,0.36250597,dog,0.007183265,deer
bird,cat,0.7019692,cat,0.13276745,deer,0.049151413,bird
plane,plane,0.8900541,plane,0.053102277,ship,0.02710281,cat
ship,ship,0.7115009,ship,0.1866742,deer,0.058480684,bird
dog,cat,0.9638697,cat,0.02533374,dog,0.006603788,bird
truck,ship,0.7395858,ship,0.23923284,deer,0.0077674566,plane
bird,ship,0.5046387,ship,0.27424932,frog,0.12384519,cat
dog,frog,0.45470515,frog,0.26917484,cat,0.15934157,plane
frog,cat,0.44968155,cat,0.24793723,deer,0.11055263,plane
dog,dog,0.77016664,dog,0.12900983,cat,0.089732185,deer
horse,horse,0.94162685,horse,0.025593452,dog,0.02184441,bird
cat,cat,0.6371106,cat,0.16135766,bird,0.066634454,deer
horse,horse,0.91757345,horse,0.07682972,dog,0.0041498076,deer
bird,plane,0.6233861,plane,0.25207278,bird,0.0573545,deer
ship,deer,0.93390286,deer,0.027761811,ship,0.0267176,frog
ship,ship,0.9998653,ship,5.1744013e-05,plane,3.1241107e-05,truck
deer,frog,0.41280192,frog,0.3863604,cat,0.057407558,ship
bird,bird,0.5837227,bird,0.31680134,plane,0.061292686,cat
car,cat,0.3156747,cat,0.19735111,dog,0.13451806,frog
frog,frog,0.99999285,frog,5.997639e-06,bird,3.4326104e-07,dog
bird,bird,0.99604934,bird,0.0011193684,cat,0.0010678403,frog
truck,deer,0.34916115,deer,0.30112004,cat,0.27816066,ship
truck,deer,0.6029394,deer,0.16055217,ship,0.123798415,cat
ship,ship,0.99246275,ship,0.006444371,cat,0.00043724637,dog
bird,bird,0.9512401,bird,0.04401483,cat,0.0035987159,frog
cat,cat,0.97074664,cat,0.011986806,horse,0.0058563473,frog
car,car,0.66623425,car,0.27052906,frog,0.02261902,ship
plane,plane,0.8384505,plane,0.115757175,ship,0.01961161,deer
dog,horse,0.48146677,horse,0.36929336,dog,0.07775354,deer
bird,cat,0.6393032,cat,0.2816903,bird,0.039414473,dog
cat,cat,0.9359528,cat,0.049705587,dog,0.006010228,horse
horse,cat,0.9939202,cat,0.0035857435,dog,0.0011728777,deer
truck,truck,0.54543823,truck,0.33742526,plane,0.058133807,cat
dog,dog,0.6475833,dog,0.28291944,deer,0.03630151,cat
truck,cat,0.3646784,cat,0.21962331,ship,0.20398921,deer
car,frog,0.38985896,frog,0.29187542,ship,0.22605662,car
car,car,0.7567647,car,0.12752253,ship,0.08828857,truck
cat,cat,0.9182746,cat,0.037957687,deer,0.016719617,dog
bird,deer,0.47448865,deer,0.20840959,horse,0.12995031,cat
horse,horse,0.6555127,horse,0.33135617,deer,0.009566978,dog
deer,deer,0.9931229,deer,0.0020759641,cat,0.0018505892,ship
deer,plane,0.41284308,plane,0.24972981,deer,0.16273803,cat
car,car,0.9143755,car,0.048097223,cat,0.011587591,truck
truck,cat,0.61204785,cat,0.13726921,deer,0.11974781,ship
deer,deer,0.9857373,deer,0.0067786924,cat,0.004125747,bird
dog,cat,0.99842596,cat,0.0012940635,dog,0.00011882442,bird
dog,cat,0.4461943,cat,0.2215642,dog,0.17275935,plane
bird,dog,0.45457968,dog,0.30841282,cat,0.14443536,deer
horse,cat,0.456487,cat,0.22937606,bird,0.100427955,dog
horse,deer,0.6189902,deer,0.37019745,horse,0.008167709,dog
frog,cat,0.72614306,cat,0.1914616,bird,0.050742317,deer
car,cat,0.72107124,cat,0.1311197,frog,0.12064378,deer
bird,horse,0.8358886,horse,0.12756051,bird,0.01339549,frog
cat,cat,0.99845874,cat,0.0011108754,dog,0.00022154032,deer
horse,deer,0.63416183,deer,0.23874372,cat,0.051725846,plane
dog,cat,0.78442353,cat,0.17528346,dog,0.023902899,bird
deer,deer,0.99662316,deer,0.002112649,cat,0.0006897984,dog
cat,cat,0.73503196,cat,0.20488876,bird,0.037772857,deer
horse,horse,0.9911929,horse,0.007662131,deer,0.0010554956,dog
horse,cat,0.7477724,cat,0.12145799,horse,0.090499885,dog
plane,ship,0.5624067,ship,0.37023073,deer,0.0434275,cat
plane,cat,0.64071107,cat,0.23660766,deer,0.07060523,dog
car,ship,0.80762523,ship,0.060546454,frog,0.03595795,cat
deer,dog,0.7793057,dog,0.14547244,bird,0.035938926,deer
deer,deer,0.6825635,deer,0.30821562,cat,0.004606932,dog
cat,cat,0.81702316,cat,0.10289867,bird,0.0275683,frog
horse,frog,0.31789798,frog,0.2958722,bird,0.26546517,cat
truck,deer,0.3899168,deer,0.36736083,cat,0.10690741,truck
ship,ship,0.74409586,ship,0.086181685,deer,0.07073224,plane
horse,deer,0.90178376,deer,0.035137333,cat,0.022745673,frog
plane,plane,0.99858487,plane,0.0007025111,ship,0.00023305394,bird
truck,dog,0.59774876,dog,0.18034725,truck,0.15686074,cat
plane,plane,0.8228401,plane,0.08585027,bird,0.04846785,ship
cat,cat,0.83115494,cat,0.06726439,plane,0.048156235,frog
horse,deer,0.4360638,deer,0.3761896,horse,0.096779555,cat
frog,frog,0.7464991,frog,0.101517536,deer,0.062109485,cat
cat,cat,0.48452386,cat,0.18110554,dog,0.10519137,horse
ship,ship,0.9994,ship,0.00049878634,plane,3.6147365e-05,deer
