Actual	Predicted	Top1_Prob	Top1_Class	Top2_Prob	Top2_Class	Top3_Prob	Top3_Class
ship	ship	0.9300	ship	0.0410	plane	0.0118	deer
cat	cat	0.8654	cat	0.1278	dog	0.0024	bird
truck	plane	0.2978	plane	0.2481	deer	0.1799	cat
truck	horse	0.9895	horse	0.0027	truck	0.0023	dog
truck	cat	0.4218	cat	0.3778	deer	0.0655	plane
ship	ship	0.3015	ship	0.2837	cat	0.2682	deer
horse	deer	0.9531	deer	0.0351	horse	0.0063	ship
frog	deer	0.9721	deer	0.0128	frog	0.0106	cat
frog	cat	0.3657	cat	0.2678	frog	0.1450	deer
cat	cat	0.7237	cat	0.1396	deer	0.0751	dog
dog	deer	0.5062	deer	0.4026	cat	0.0615	plane
car	plane	0.4760	plane	0.1803	cat	0.1085	car
dog	cat	0.6780	cat	0.2533	dog	0.0429	frog
truck	horse	0.3045	horse	0.2480	truck	0.2154	dog
car	car	0.9946	car	0.0015	ship	0.0014	plane
deer	cat	0.7355	cat	0.1445	ship	0.0454	dog
car	car	0.6050	car	0.2391	cat	0.0690	plane
dog	dog	0.6465	dog	0.3368	cat	0.0123	bird
horse	bird	0.4669	bird	0.2950	deer	0.1264	frog
plane	cat	0.3905	cat	0.2200	deer	0.1946	plane
car	cat	0.6678	cat	0.0864	truck	0.0819	dog
dog	cat	0.3950	cat	0.3055	deer	0.1942	plane
bird	bird	0.9681	bird	0.0165	frog	0.0119	cat
plane	ship	0.8453	ship	0.0952	frog	0.0530	plane
ship	deer	0.7429	deer	0.1960	cat	0.0406	bird
ship	ship	0.5502	ship	0.1554	cat	0.1191	deer
dog	cat	0.4505	cat	0.2648	dog	0.1463	horse
frog	frog	0.5322	frog	0.4419	bird	0.0201	dog
horse	cat	0.7711	cat	0.0785	bird	0.0743	dog
cat	cat	0.6601	cat	0.1605	deer	0.1082	plane
bird	cat	0.3407	cat	0.3258	plane	0.1610	ship
deer	deer	0.9998	deer	0.0001	cat	0.0001	frog
horse	deer	0.3102	deer	0.2343	horse	0.1947	dog
bird	bird	0.7246	bird	0.2358	cat	0.0200	dog
dog	dog	0.9959	dog	0.0016	cat	0.0015	bird
ship	plane	0.6862	plane	0.2510	ship	0.0334	deer
bird	bird	0.9342	bird	0.0619	plane	0.0020	cat
deer	deer	0.9447	deer	0.0299	bird	0.0147	cat
truck	ship	0.3556	ship	0.3026	bird	0.1496	cat
bird	plane	0.6455	plane	0.3507	bird	0.0011	ship
car	deer	0.4530	deer	0.3768	car	0.1235	ship
ship	ship	0.9410	ship	0.0231	deer	0.0162	plane
car	ship	0.5138	ship	0.2819	deer	0.1153	frog
truck	frog	0.4404	frog	0.3710	ship	0.0876	plane
ship	ship	0.5028	ship	0.2402	plane	0.0824	cat
ship	deer	0.5146	deer	0.2838	ship	0.1113	cat
ship	ship	0.6621	ship	0.1961	deer	0.1062	cat
truck	ship	0.9336	ship	0.0345	deer	0.0083	car
plane	plane	0.9800	plane	0.0052	cat	0.0048	deer
deer	deer	0.9558	deer	0.0262	cat	0.0055	dog
cat	bird	0.4721	bird	0.4567	cat	0.0550	deer
cat	dog	0.8363	dog	0.0975	cat	0.0559	horse
car	deer	0.5277	deer	0.2401	cat	0.0791	frog
ship	ship	0.9880	ship	0.0072	deer	0.0030	bird
deer	deer	0.8798	deer	0.1000	dog	0.0122	horse
frog	cat	0.7286	cat	0.1820	deer	0.0401	frog
cat	cat	0.4174	cat	0.4103	plane	0.0680	bird
cat	cat	0.4593	cat	0.4275	deer	0.0352	dog
dog	dog	0.5284	dog	0.4576	cat	0.0079	bird
bird	cat	0.9818	cat	0.0150	bird	0.0017	deer
bird	plane	0.6845	plane	0.2665	bird	0.0277	cat
ship	ship	0.9028	ship	0.0467	cat	0.0224	deer
cat	cat	0.8334	cat	0.1055	dog	0.0320	deer
ship	cat	0.6924	cat	0.1666	ship	0.0584	plane
truck	ship	0.7844	ship	0.1050	deer	0.0421	bird
dog	cat	0.4391	cat	0.3129	dog	0.2352	bird
ship	cat	0.9406	cat	0.0350	dog	0.0203	deer
truck	deer	0.8440	deer	0.0706	ship	0.0674	plane
ship	ship	0.9106	ship	0.0384	plane	0.0247	cat
truck	ship	0.4041	ship	0.2919	deer	0.0794	cat
car	cat	0.8757	cat	0.0413	deer	0.0263	car
frog	frog	0.7098	frog	0.1673	cat	0.0395	deer
dog	dog	0.6347	dog	0.2824	cat	0.0565	horse
truck	ship	0.9290	ship	0.0167	bird	0.0166	cat
deer	deer	0.4694	deer	0.2033	bird	0.1396	cat
deer	deer	0.8183	deer	0.0880	bird	0.0505	cat
ship	ship	0.7136	ship	0.1664	plane	0.0554	cat
plane	ship	0.3965	ship	0.2957	cat	0.1722	plane
horse	horse	0.9541	horse	0.0191	deer	0.0182	dog
bird	plane	0.6935	plane	0.3033	bird	0.0017	ship
truck	truck	0.9946	truck	0.0015	ship	0.0012	horse
horse	deer	0.9279	deer	0.0302	cat	0.0145	plane
deer	deer	0.5857	deer	0.2281	cat	0.0753	plane
car	car	0.9954	car	0.0021	ship	0.0010	plane
frog	frog	0.7439	frog	0.1488	cat	0.0950	deer
deer	deer	0.8391	deer	0.0670	cat	0.0296	frog
deer	ship	0.8160	ship	0.1183	deer	0.0331	cat
truck	ship	0.9646	ship	0.0290	deer	0.0036	plane
car	frog	0.3430	frog	0.2286	deer	0.2045	cat
bird	cat	0.6674	cat	0.2681	deer	0.0182	dog
dog	cat	0.6451	cat	0.1623	deer	0.0724	dog
frog	deer	0.4959	deer	0.1440	cat	0.1321	plane
plane	plane	0.9949	plane	0.0038	bird	0.0006	ship
ship	ship	0.9080	ship	0.0613	deer	0.0141	cat
frog	frog	0.9356	frog	0.0329	deer	0.0236	bird
car	car	0.9990	car	0.0006	plane	0.0001	ship
truck	truck	0.6458	truck	0.1501	cat	0.1041	deer
deer	deer	0.9973	deer	0.0014	plane	0.0006	cat
dog	horse	0.3514	horse	0.2748	bird	0.2574	dog
truck	truck	0.9051	truck	0.0513	ship	0.0171	bird
dog	cat	0.6116	cat	0.2007	dog	0.0987	plane
plane	plane	0.9937	plane	0.0050	ship	0.0006	bird
horse	deer	0.9952	deer	0.0016	ship	0.0016	plane
bird	bird	0.9241	bird	0.0410	frog	0.0328	cat
plane	cat	0.5936	cat	0.1258	frog	0.1185	deer
plane	bird	0.5614	bird	0.4122	deer	0.0086	plane
deer	deer	0.7762	deer	0.1530	bird	0.0579	cat
bird	deer	0.5074	deer	0.2980	cat	0.1020	ship
frog	deer	0.8122	deer	0.1416	cat	0.0355	bird
frog	frog	0.9998	frog	0.0001	bird	0.0001	cat
dog	cat	0.8402	cat	0.0925	bird	0.0224	dog
dog	dog	0.4581	dog	0.2115	cat	0.1292	horse
bird	bird	0.9905	bird	0.0065	cat	0.0013	dog
ship	cat	0.9385	cat	0.0280	ship	0.0131	bird
car	cat	0.4098	cat	0.2672	ship	0.1579	frog
horse	deer	0.9155	deer	0.0348	cat	0.0142	ship
cat	plane	0.3449	plane	0.3061	cat	0.2161	deer
car	ship	0.7481	ship	0.1205	car	0.0598	plane
deer	deer	0.8195	deer	0.1224	cat	0.0268	frog
dog	plane	0.3559	plane	0.3266	cat	0.1544	ship
frog	frog	0.2720	frog	0.2574	cat	0.2172	bird
dog	cat	0.6650	cat	0.1959	dog	0.1201	horse
car	ship	0.6374	ship	0.3113	cat	0.0246	car
deer	deer	0.4870	deer	0.3517	cat	0.0826	ship
horse	horse	0.9649	horse	0.0243	deer	0.0060	dog
plane	plane	0.9995	plane	0.0004	ship	0.0001	bird
truck	deer	0.6877	deer	0.2230	bird	0.0594	ship
deer	ship	0.3448	ship	0.2928	plane	0.2495	cat
cat	frog	0.7844	frog	0.0797	ship	0.0762	cat
ship	ship	0.9868	ship	0.0063	plane	0.0032	deer
bird	plane	0.3222	plane	0.2114	cat	0.1522	bird
ship	ship	0.9792	ship	0.0151	plane	0.0026	cat
deer	cat	0.8231	cat	0.0648	bird	0.0619	deer
horse	horse	0.9978	horse	0.0013	dog	0.0003	plane
bird	bird	0.9993	bird	0.0004	frog	0.0003	cat
cat	cat	0.9389	cat	0.0184	plane	0.0166	bird
car	cat	0.5926	cat	0.2723	plane	0.0579	deer
dog	cat	0.9654	cat	0.0164	dog	0.0094	deer
bird	cat	0.8441	cat	0.0441	deer	0.0325	dog
truck	ship	0.5754	ship	0.1532	truck	0.1400	deer
ship	deer	0.5740	deer	0.1652	cat	0.1386	ship
truck	truck	0.4664	truck	0.1875	deer	0.1690	cat
horse	horse	0.8602	horse	0.0897	deer	0.0431	dog
truck	ship	0.4011	ship	0.3433	cat	0.1048	deer
dog	dog	0.4914	dog	0.2653	cat	0.1119	horse
car	plane	0.8789	plane	0.0932	ship	0.0128	bird
deer	deer	0.7811	deer	0.0840	cat	0.0608	ship
plane	plane	0.8142	plane	0.1389	bird	0.0237	cat
ship	ship	0.9282	ship	0.0293	deer	0.0216	plane
bird	bird	0.7445	bird	0.1532	frog	0.0332	ship
cat	cat	0.7060	cat	0.2491	dog	0.0229	plane
ship	ship	0.8037	ship	0.1578	plane	0.0320	deer
truck	deer	0.6015	deer	0.2968	cat	0.0442	dog
car	plane	0.5203	plane	0.3698	cat	0.0843	frog
car	cat	0.8152	cat	0.1360	ship	0.0210	truck
cat	cat	0.9762	cat	0.0211	deer	0.0013	dog
bird	plane	0.3605	plane	0.2419	ship	0.2083	cat
deer	deer	0.9985	deer	0.0004	plane	0.0003	horse
truck	deer	0.9665	deer	0.0125	plane	0.0057	ship
cat	cat	0.9916	cat	0.0025	bird	0.0018	deer
car	car	0.7339	car	0.2362	plane	0.0129	ship
horse	horse	0.8393	horse	0.1156	deer	0.0225	cat
deer	deer	0.8914	deer	0.0572	cat	0.0267	bird
frog	frog	0.7816	frog	0.1378	cat	0.0441	dog
bird	plane	0.7539	plane	0.1810	bird	0.0327	ship
ship	deer	0.6246	deer	0.2813	ship	0.0554	cat
truck	ship	0.5036	ship	0.2340	cat	0.0765	plane
dog	dog	0.8769	dog	0.0391	deer	0.0349	cat
cat	cat	0.9307	cat	0.0440	frog	0.0151	dog
truck	truck	0.9307	truck	0.0534	cat	0.0048	ship
dog	deer	0.5880	deer	0.2029	cat	0.1701	dog
dog	deer	0.9213	deer	0.0542	cat	0.0079	frog
frog	frog	0.9998	frog	0.0001	bird	0.0000	deer
horse	deer	0.9831	deer	0.0143	cat	0.0016	bird
bird	bird	0.9858	bird	0.0090	cat	0.0022	plane
deer	deer	0.7237	deer	0.1271	bird	0.0937	cat
frog	cat	0.6052	cat	0.2156	deer	0.1282	ship
cat	deer	0.5348	deer	0.3680	cat	0.0362	ship
car	deer	0.4456	deer	0.1958	plane	0.1346	cat
plane	plane	0.7886	plane	0.0890	cat	0.0503	bird
horse	cat	0.8035	cat	0.0732	dog	0.0426	ship
bird	plane	0.4931	plane	0.2580	cat	0.1252	frog
dog	cat	0.4103	cat	0.4028	deer	0.0776	plane
deer	deer	0.6002	deer	0.3589	cat	0.0200	bird
horse	horse	0.9984	horse	0.0016	deer	0.0000	dog
frog	deer	0.8184	deer	0.1260	cat	0.0232	frog
car	deer	0.7248	deer	0.1653	ship	0.0438	cat
car	deer	0.6129	deer	0.2297	frog	0.0600	ship
truck	ship	0.6050	ship	0.2094	plane	0.1267	truck
ship	plane	0.3775	plane	0.1645	deer	0.1497	ship
car	cat	0.8335	cat	0.0360	frog	0.0293	truck
plane	plane	0.4394	plane	0.2313	cat	0.2023	ship
car	car	0.6588	car	0.2271	cat	0.0727	frog
cat	cat	0.7970	cat	0.1205	deer	0.0601	dog
car	car	0.7303	car	0.2069	cat	0.0159	dog
car	plane	0.5004	plane	0.3773	deer	0.0361	car
car	cat	0.4541	cat	0.1960	bird	0.1655	plane
horse	horse	0.9906	horse	0.0068	dog	0.0016	deer
cat	cat	0.5804	cat	0.1908	dog	0.1055	deer
truck	ship	0.5129	ship	0.2818	deer	0.0769	cat
frog	bird	0.5698	bird	0.2630	cat	0.1145	frog
ship	ship	0.5967	ship	0.3990	deer	0.0011	bird
deer	deer	0.8567	deer	0.1162	horse	0.0238	dog
frog	cat	0.8845	cat	0.0502	deer	0.0441	frog
ship	ship	0.7950	ship	0.0796	cat	0.0742	deer
deer	deer	0.9818	deer	0.0074	bird	0.0058	cat
truck	truck	0.4378	truck	0.2354	ship	0.1502	cat
deer	deer	0.8960	deer	0.0823	cat	0.0073	plane
horse	deer	0.7232	deer	0.2560	horse	0.0158	dog
truck	deer	0.4157	deer	0.3695	ship	0.0916	cat
horse	cat	0.7907	cat	0.0957	deer	0.0847	dog
frog	cat	0.7298	cat	0.1399	bird	0.0756	frog
ship	cat	0.7600	cat	0.0924	deer	0.0753	ship
deer	ship	0.3161	ship	0.3047	deer	0.2774	cat
truck	truck	0.7541	truck	0.1045	deer	0.0764	ship
horse	horse	0.7146	horse	0.1849	deer	0.0374	cat
plane	deer	0.6095	deer	0.1698	cat	0.1570	plane
car	cat	0.9952	cat	0.0017	frog	0.0013	bird
frog	cat	0.7406	cat	0.1775	dog	0.0380	horse
car	cat	0.3309	cat	0.2406	frog	0.1225	car
dog	bird	0.9502	bird	0.0347	cat	0.0044	deer
truck	deer	0.3332	deer	0.2040	ship	0.1656	cat
plane	plane	0.3866	plane	0.2535	bird	0.1637	deer
deer	deer	0.7968	deer	0.1055	cat	0.0596	ship
cat	cat	0.7900	cat	0.1042	deer	0.0992	dog
deer	deer	0.9872	deer	0.0108	cat	0.0005	frog
car	deer	0.4316	deer	0.4092	cat	0.0622	dog
cat	deer	0.6989	deer	0.3000	cat	0.0009	plane
plane	plane	0.3991	plane	0.2404	cat	0.2155	deer
ship	ship	0.9984	ship	0.0008	deer	0.0003	plane
deer	deer	0.6801	deer	0.1020	cat	0.0714	bird
frog	frog	0.9675	frog	0.0164	deer	0.0154	cat
bird	bird	0.3702	bird	0.3039	ship	0.1199	cat
bird	deer	0.5869	deer	0.2214	bird	0.0984	frog
frog	frog	0.9269	frog	0.0451	cat	0.0174	deer
dog	bird	0.8161	bird	0.1170	cat	0.0566	frog
cat	cat	0.8284	cat	0.0882	bird	0.0280	plane
frog	frog	0.9245	frog	0.0479	cat	0.0088	bird
bird	frog	0.4657	frog	0.2056	deer	0.1606	horse
car	deer	0.3174	deer	0.2011	plane	0.1645	frog
car	deer	0.5321	deer	0.2211	ship	0.1027	plane
ship	deer	0.6546	deer	0.3194	ship	0.0129	plane
frog	deer	0.4278	deer	0.3910	frog	0.1468	cat
plane	ship	0.5784	ship	0.2435	deer	0.0838	cat
deer	deer	0.8030	deer	0.1150	cat	0.0465	dog
plane	ship	0.3478	ship	0.1720	plane	0.1568	bird
car	ship	0.6874	ship	0.1746	plane	0.0454	car
truck	truck	0.8622	truck	0.0781	cat	0.0247	plane
horse	cat	0.7360	cat	0.1032	horse	0.0993	dog
car	cat	0.9339	cat	0.0379	deer	0.0131	dog
cat	cat	0.9988	cat	0.0008	dog	0.0002	deer
horse	horse	0.5880	horse	0.1867	deer	0.0976	dog
horse	bird	0.8543	bird	0.0932	deer	0.0292	cat
ship	ship	0.5662	ship	0.2466	deer	0.1018	cat
horse	deer	0.5957	deer	0.1801	cat	0.0869	frog
horse	horse	0.9391	horse	0.0567	deer	0.0015	dog
cat	cat	0.9997	cat	0.0003	dog	0.0000	deer
truck	cat	0.7711	cat	0.1279	truck	0.0513	ship
horse	horse	0.7929	horse	0.1233	deer	0.0794	dog
horse	deer	0.4882	deer	0.3300	dog	0.1263	horse
horse	deer	0.8843	deer	0.0485	cat	0.0319	ship
bird	deer	0.8653	deer	0.0875	cat	0.0220	dog
car	cat	0.5254	cat	0.4493	ship	0.0133	dog
bird	plane	0.8579	plane	0.1198	bird	0.0106	cat
ship	ship	0.9172	ship	0.0339	deer	0.0319	cat
frog	frog	0.8561	frog	0.0711	deer	0.0371	cat
deer	deer	0.8164	deer	0.0707	cat	0.0516	plane
plane	bird	0.9511	bird	0.0166	plane	0.0137	ship
horse	deer	0.5913	deer	0.3984	horse	0.0052	dog
truck	frog	0.2725	frog	0.2487	car	0.2283	truck
ship	ship	0.9247	ship	0.0365	deer	0.0286	cat
frog	cat	0.3690	cat	0.3323	bird	0.2342	frog
ship	ship	0.9819	ship	0.0106	plane	0.0032	deer
deer	cat	0.5335	cat	0.2487	plane	0.1611	bird
truck	ship	0.4387	ship	0.3895	cat	0.1270	deer
car	cat	0.7845	cat	0.1225	frog	0.0360	dog
horse	cat	0.8699	cat	0.0986	bird	0.0211	dog
bird	plane	0.9044	plane	0.0566	bird	0.0300	ship
bird	deer	0.5114	deer	0.3024	cat	0.0687	plane
ship	ship	0.7472	ship	0.0990	cat	0.0587	deer
dog	cat	0.7793	cat	0.2158	dog	0.0026	horse
ship	ship	0.9570	ship	0.0182	plane	0.0146	deer
car	car	0.4197	car	0.2380	truck	0.1593	ship
bird	cat	0.5617	cat	0.1786	frog	0.1604	dog
bird	cat	0.5816	cat	0.1650	plane	0.1202	deer
deer	cat	0.4747	cat	0.4506	deer	0.0393	dog
car	cat	0.3102	cat	0.2201	deer	0.2032	ship
bird	cat	0.6970	cat	0.2641	bird	0.0205	plane
dog	horse	0.5003	horse	0.4302	deer	0.0323	dog
bird	cat	0.4257	cat	0.3594	bird	0.0781	ship
ship	ship	0.9614	ship	0.0208	deer	0.0078	cat
car	deer	0.7833	deer	0.1139	bird	0.0793	plane
ship	ship	0.7355	ship	0.1696	cat	0.0405	deer
car	car	0.9446	car	0.0165	dog	0.0128	cat
ship	ship	0.9930	ship	0.0035	deer	0.0019	cat
frog	cat	0.4884	cat	0.3107	deer	0.1089	frog
plane	deer	0.9959	deer	0.0024	plane	0.0008	ship
bird	deer	0.7951	deer	0.1201	cat	0.0556	ship
deer	bird	0.6960	bird	0.1719	cat	0.1017	plane
car	car	0.4454	car	0.2511	cat	0.1046	bird
cat	cat	0.9472	cat	0.0403	dog	0.0058	deer
frog	frog	0.8943	frog	0.0889	cat	0.0092	deer
horse	deer	0.9581	deer	0.0142	ship	0.0089	cat
horse	deer	0.9575	deer	0.0265	horse	0.0059	cat
deer	deer	0.9844	deer	0.0087	cat	0.0052	bird
deer	deer	0.6736	deer	0.2755	bird	0.0412	cat
cat	cat	0.7663	cat	0.0863	frog	0.0647	bird
cat	cat	0.3849	cat	0.2987	ship	0.2200	deer
deer	deer	0.8069	deer	0.1852	cat	0.0039	horse
dog	deer	0.6854	deer	0.1121	dog	0.0831	horse
bird	bird	0.9999	bird	0.0001	plane	0.0000	cat
deer	cat	0.6854	cat	0.1361	deer	0.0813	frog
cat	cat	0.9996	cat	0.0002	dog	0.0001	deer
horse	deer	0.9778	deer	0.0101	cat	0.0038	horse
ship	cat	0.4501	cat	0.3910	ship	0.0955	deer
deer	deer	0.9998	deer	0.0002	horse	0.0000	bird
deer	deer	0.9250	deer	0.0643	cat	0.0083	bird
deer	deer	0.9999	deer	0.0000	bird	0.0000	cat
dog	cat	0.8069	cat	0.1253	deer	0.0421	dog
deer	deer	0.5430	deer	0.1990	horse	0.1582	cat
cat	ship	0.5269	ship	0.3499	cat	0.0542	deer
bird	plane	0.6212	plane	0.2145	bird	0.0699	frog
ship	ship	0.9463	ship	0.0241	deer	0.0174	cat
deer	deer	0.9995	deer	0.0003	plane	0.0001	bird
dog	frog	0.5730	frog	0.3039	cat	0.0576	bird
dog	cat	0.9126	cat	0.0550	dog	0.0192	deer
deer	deer	0.9428	deer	0.0302	plane	0.0125	cat
car	ship	0.7002	ship	0.2398	plane	0.0350	car
deer	deer	0.9984	deer	0.0013	cat	0.0002	bird
bird	plane	0.6281	plane	0.3168	bird	0.0219	cat
dog	cat	0.6328	cat	0.3432	deer	0.0224	dog
car	deer	0.7392	deer	0.0957	cat	0.0849	dog
frog	deer	0.6070	deer	0.2193	frog	0.0879	plane
deer	deer	0.9948	deer	0.0038	cat	0.0004	frog
cat	deer	0.6191	deer	0.2842	cat	0.0421	plane
deer	deer	0.6506	deer	0.1567	cat	0.1052	plane
deer	deer	0.5502	deer	0.1661	cat	0.1160	bird
plane	cat	0.3807	cat	0.3296	frog	0.1256	bird
ship	plane	0.8090	plane	0.1356	ship	0.0265	bird
ship	ship	0.4594	ship	0.2477	cat	0.1561	plane
deer	deer	0.3817	deer	0.3766	cat	0.1535	bird
dog	deer	0.8277	deer	0.1283	cat	0.0255	bird
horse	horse	0.9524	horse	0.0407	dog	0.0050	cat
dog	deer	0.3248	deer	0.2324	plane	0.2013	dog
frog	frog	0.9995	frog	0.0002	cat	0.0001	bird
truck	truck	0.4433	truck	0.2354	plane	0.1723	ship
car	car	0.4247	car	0.3036	frog	0.1879	cat
frog	frog	0.8071	frog	0.1791	bird	0.0113	cat
horse	horse	0.9117	horse	0.0867	deer	0.0013	dog
bird	dog	0.9281	dog	0.0520	bird	0.0121	cat
plane	deer	0.4688	deer	0.1374	plane	0.1092	dog
car	ship	0.8084	ship	0.0579	bird	0.0444	cat
deer	deer	0.9938	deer	0.0033	horse	0.0020	cat
dog	bird	0.8843	bird	0.0980	dog	0.0082	cat
frog	frog	0.8112	frog	0.1712	cat	0.0075	bird
plane	ship	0.9682	ship	0.0249	plane	0.0032	deer
plane	deer	0.7498	deer	0.1420	plane	0.0848	ship
bird	cat	0.5431	cat	0.3085	deer	0.0479	plane
horse	deer	0.5861	deer	0.3314	cat	0.0458	dog
dog	deer	0.8636	deer	0.1278	cat	0.0021	frog
frog	frog	0.9981	frog	0.0010	cat	0.0004	deer
plane	cat	0.3780	cat	0.3100	bird	0.2376	plane
frog	dog	0.8906	dog	0.0661	cat	0.0262	horse
bird	cat	0.6066	cat	0.2404	bird	0.0632	deer
truck	cat	0.3497	cat	0.2776	deer	0.1824	ship
car	cat	0.6350	cat	0.3181	ship	0.0179	frog
horse	deer	0.9681	deer	0.0135	ship	0.0056	cat
horse	cat	0.4149	cat	0.2970	plane	0.2149	bird
dog	dog	0.9978	dog	0.0010	cat	0.0009	deer
bird	deer	0.9688	deer	0.0148	cat	0.0080	plane
dog	dog	0.8760	dog	0.1223	cat	0.0007	horse
frog	cat	0.5314	cat	0.3700	bird	0.0765	deer
deer	plane	0.3309	plane	0.1726	frog	0.1640	bird
car	car	0.4802	car	0.2249	truck	0.1317	cat
deer	cat	0.7369	cat	0.1900	deer	0.0357	plane
cat	cat	0.9148	cat	0.0720	deer	0.0096	dog
cat	dog	0.6882	dog	0.2275	cat	0.0398	horse
cat	cat	0.9491	cat	0.0396	bird	0.0087	dog
plane	plane	0.9802	plane	0.0116	bird	0.0062	dog
cat	cat	0.5357	cat	0.1594	bird	0.1299	deer
dog	cat	0.8622	cat	0.1183	dog	0.0107	deer
dog	dog	0.9679	dog	0.0115	deer	0.0098	cat
ship	ship	0.4748	ship	0.3932	deer	0.0639	cat
truck	deer	0.7308	deer	0.0746	truck	0.0619	ship
horse	cat	0.4986	cat	0.2714	horse	0.1337	deer
cat	cat	0.6768	cat	0.2437	deer	0.0292	ship
car	ship	0.9283	ship	0.0286	cat	0.0133	frog
cat	bird	0.8435	bird	0.0971	cat	0.0270	horse
cat	plane	0.3736	plane	0.1845	cat	0.1628	frog
cat	horse	0.3208	horse	0.2617	cat	0.1784	dog
deer	deer	0.9828	deer	0.0137	cat	0.0019	bird
deer	deer	0.7215	deer	0.2697	horse	0.0037	bird
bird	cat	0.6842	cat	0.1587	bird	0.1118	deer
cat	cat	0.9676	cat	0.0204	deer	0.0055	frog
cat	cat	0.9395	cat	0.0262	bird	0.0115	deer
ship	ship	0.4368	ship	0.4268	deer	0.1094	cat
car	car	0.9859	car	0.0076	truck	0.0057	ship
horse	plane	0.4340	plane	0.3873	bird	0.1508	cat
horse	horse	0.7156	horse	0.2495	deer	0.0142	ship
plane	deer	0.3376	deer	0.3330	ship	0.2865	plane
horse	cat	0.4504	cat	0.3274	dog	0.0825	bird
deer	deer	0.9820	deer	0.0137	cat	0.0020	bird
dog	cat	0.8546	cat	0.0436	dog	0.0429	frog
car	ship	0.7492	ship	0.1255	frog	0.0698	deer
deer	deer	0.9973	deer	0.0008	horse	0.0007	cat
bird	cat	0.4510	cat	0.4336	deer	0.0757	ship
deer	deer	0.9995	deer	0.0004	cat	0.0000	bird
cat	cat	0.6569	cat	0.2932	deer	0.0332	dog
truck	deer	0.9642	deer	0.0200	cat	0.0063	bird
truck	ship	0.6600	ship	0.3229	truck	0.0117	plane
deer	deer	0.9878	deer	0.0030	dog	0.0029	horse
truck	truck	0.9106	truck	0.0459	car	0.0216	plane
truck	cat	0.3221	cat	0.2936	truck	0.1013	deer
car	cat	0.5951	cat	0.1340	truck	0.1201	deer
ship	ship	0.5255	ship	0.2060	deer	0.0974	bird
car	deer	0.6428	deer	0.2803	ship	0.0351	cat
frog	frog	0.9911	frog	0.0056	plane	0.0009	ship
horse	horse	0.9820	horse	0.0098	deer	0.0036	dog
dog	dog	0.9505	dog	0.0357	bird	0.0100	cat
dog	deer	0.8547	deer	0.0559	cat	0.0523	dog
deer	deer	0.4478	deer	0.2623	cat	0.1989	bird
truck	deer	0.4445	deer	0.1805	plane	0.1696	truck
horse	cat	0.4886	cat	0.3214	dog	0.1038	horse
frog	cat	0.5533	cat	0.2344	bird	0.1506	dog
dog	cat	0.4751	cat	0.2570	deer	0.1623	bird
truck	ship	0.3884	ship	0.3479	deer	0.1989	truck
bird	frog	0.6246	frog	0.3075	bird	0.0465	cat
deer	deer	0.9434	deer	0.0530	cat	0.0012	dog
plane	plane	0.9952	plane	0.0015	ship	0.0013	bird
horse	horse	0.9333	horse	0.0421	dog	0.0229	deer
ship	ship	0.9123	ship	0.0384	cat	0.0324	deer
dog	deer	0.4241	deer	0.2044	cat	0.1776	frog
dog	dog	0.9998	dog	0.0001	cat	0.0000	bird
plane	plane	0.6935	plane	0.1520	cat	0.0969	ship
plane	bird	0.7340	bird	0.1640	plane	0.0866	cat
truck	ship	0.4491	ship	0.3121	truck	0.1012	horse
truck	ship	0.5622	ship	0.4075	truck	0.0184	deer
ship	ship	0.9948	ship	0.0033	deer	0.0008	plane
bird	deer	0.3579	deer	0.3119	cat	0.2801	plane
dog	dog	0.8524	dog	0.0656	cat	0.0487	horse
deer	cat	0.3577	cat	0.3499	deer	0.1692	ship
ship	bird	0.3020	bird	0.2630	deer	0.1851	ship
cat	cat	0.9997	cat	0.0002	plane	0.0001	deer
frog	frog	0.8310	frog	0.0930	deer	0.0530	cat
cat	deer	0.7057	deer	0.2651	cat	0.0225	dog
frog	frog	0.6648	frog	0.2456	cat	0.0557	bird
plane	plane	0.7412	plane	0.1205	ship	0.0750	bird
frog	frog	0.9985	frog	0.0004	bird	0.0003	ship
frog	frog	0.7635	frog	0.1098	deer	0.0585	cat
frog	cat	0.5184	cat	0.2131	bird	0.1504	frog
truck	truck	0.9734	truck	0.0106	ship	0.0090	car
frog	frog	0.3973	frog	0.3940	cat	0.1341	deer
frog	cat	0.7855	cat	0.0845	frog	0.0433	bird
ship	ship	0.7575	ship	0.2256	frog	0.0068	plane
frog	frog	0.9951	frog	0.0020	bird	0.0018	deer
bird	cat	0.6775	cat	0.1911	deer	0.0734	bird
deer	deer	0.9975	deer	0.0008	horse	0.0004	bird
dog	cat	0.6692	cat	0.2406	dog	0.0329	horse
ship	ship	0.9102	ship	0.0426	cat	0.0221	deer
car	car	0.7962	car	0.1621	cat	0.0115	frog
bird	bird	0.9994	bird	0.0004	cat	0.0001	plane
horse	horse	0.9970	horse	0.0027	deer	0.0001	ship
frog	cat	0.5383	cat	0.3959	deer	0.0194	dog
dog	cat	0.7066	cat	0.0911	frog	0.0781	bird
horse	horse	0.9816	horse	0.0105	dog	0.0038	deer
ship	ship	0.7966	ship	0.1089	cat	0.0807	deer
car	ship	0.9992	ship	0.0005	plane	0.0001	cat
ship	deer	0.4632	deer	0.3971	bird	0.0667	cat
