Actual,Predicted,Top1_Prob,Top1_Class,Top2_Prob,Top2_Class,Top3_Prob,Top3_Class,Num_Layers_Used,Top_Prob_Layer1,Top_Prob_Layer2,Top_Prob_Layer3
car,truck,41.14231,truck,28.10668,ship,25.741354,cat,1,41.142311692237854,,
cat,cat,99.940315,cat,0.0564991,dog,0.0015671536,frog,1,99.94031190872192,,
bird,cat,38.70107,cat,26.619965,bird,10.584513,deer,1,38.701069355010986,,
deer,deer,99.99924,deer,0.00042912585,dog,0.00013659633,cat,1,99.99923706054688,,
truck,ship,56.655396,ship,19.130974,truck,15.352567,deer,1,56.65539503097534,,
cat,cat,99.99246,cat,0.003991001,bird,0.0022033907,dog,1,99.99246597290039,,
car,car,76.91469,car,16.829262,plane,5.306914,cat,1,76.91469192504883,,
horse,horse,93.17733,horse,6.768269,deer,0.047252964,dog,1,93.177330493927,,
deer,deer,98.611336,deer,1.1725271,cat,0.12509096,frog,1,98.61133694648743,,
frog,cat,50.258995,cat,46.751495,frog,2.212035,deer,1,50.25899410247803,,
bird,bird,64.111,bird,22.680075,dog,4.913377,cat,1,64.11100029945374,,
ship,ship,51.859146,ship,24.3738,cat,23.210348,frog,1,51.85914635658264,,
truck,cat,63.25732,cat,20.039827,ship,5.69766,deer,1,63.25731873512268,,
dog,dog,73.36967,dog,26.281666,cat,0.28296044,deer,1,73.36966395378113,,
cat,cat,99.980095,cat,0.018563397,dog,0.0005418141,horse,1,99.9800980091095,,
truck,truck,76.07973,truck,14.51997,cat,5.887761,ship,1,76.07972621917725,,
dog,cat,85.81882,cat,6.998889,dog,6.5945163,deer,1,85.81881523132324,,
dog,cat,98.6078,cat,0.5721886,deer,0.410781,dog,1,98.60780239105225,,
frog,frog,98.793785,frog,0.8061638,cat,0.37363154,bird,1,98.7937867641449,,
horse,deer,96.24789,deer,2.1008952,cat,1.4024901,bird,1,96.24788761138916,,
bird,bird,97.6876,bird,1.78377,cat,0.43721628,dog,1,97.68759608268738,,
deer,deer,50.410336,deer,42.44136,cat,4.073158,bird,1,50.41033625602722,,
frog,cat,69.75347,cat,16.126942,deer,5.020648,bird,1,69.75347399711609,,
cat,cat,92.66126,cat,2.2586324,deer,2.1548178,frog,1,92.66126155853271,,
car,frog,41.504143,frog,39.085594,cat,9.963378,ship,1,41.50414168834686,,
plane,plane,91.639046,plane,3.9374564,cat,2.9381065,bird,1,91.63904786109924,,
horse,cat,89.35606,cat,9.944157,dog,0.47879502,horse,1,89.3560528755188,,
bird,cat,83.43484,cat,4.755409,bird,4.5472164,frog,1,83.43483805656433,,
dog,cat,99.26981,cat,0.27138206,deer,0.1489672,dog,1,99.26981329917908,,
deer,deer,99.7489,deer,0.24868718,cat,0.0015030989,bird,1,99.74889755249023,,
horse,deer,85.63389,deer,14.346989,horse,0.015861845,dog,1,85.63388586044312,,
frog,cat,33.480663,cat,27.293882,frog,26.181433,deer,1,33.48066210746765,,
car,cat,82.02208,cat,8.367905,ship,6.5716424,dog,1,82.02207684516907,,
car,cat,83.34099,cat,12.753193,frog,1.9483149,ship,1,83.34099054336548,,
truck,truck,85.57839,truck,7.661075,plane,3.272711,ship,1,85.57839393615723,,
ship,ship,94.17869,ship,4.614858,cat,0.41862637,frog,1,94.17868852615356,,
car,cat,95.74455,cat,1.8806331,car,1.4034534,dog,1,95.7445502281189,,
plane,cat,41.041313,cat,31.341087,plane,23.419987,ship,1,41.041311621665955,,
car,car,97.61665,car,1.32797,cat,0.7587775,frog,1,97.61665463447571,,
cat,cat,99.3707,cat,0.56425554,dog,0.03426767,bird,1,99.3707001209259,,
car,car,98.48839,car,1.1940497,cat,0.19938897,dog,1,98.48839044570923,,
car,car,61.861343,car,16.627064,cat,9.366482,frog,1,61.86134219169617,,
car,cat,89.997,cat,2.597587,frog,2.3876421,dog,1,89.996999502182,,
horse,horse,99.32426,horse,0.29503018,deer,0.21971563,dog,1,99.32425618171692,,
cat,cat,95.71492,cat,3.9263532,dog,0.29232657,deer,1,95.71492075920105,,
truck,ship,95.2207,ship,1.2579098,deer,1.1882983,dog,1,95.22070288658142,,
frog,cat,57.906387,cat,40.708813,frog,0.9623837,dog,1,57.906389236450195,,
ship,ship,99.92658,ship,0.045252632,deer,0.016500093,bird,1,99.92658495903015,,
deer,deer,99.366005,deer,0.3063008,dog,0.21396482,cat,1,99.3660032749176,,
frog,cat,95.980576,cat,3.8332026,frog,0.1182314,bird,1,95.98057270050049,,
ship,ship,97.21891,ship,2.4207885,cat,0.14395294,frog,1,97.21890687942505,,
deer,deer,99.93074,deer,0.062297937,cat,0.0033318931,dog,1,99.930739402771,,
truck,truck,99.83064,truck,0.07695726,ship,0.05216143,cat,1,99.8306393623352,,
deer,cat,69.00491,cat,27.316406,deer,2.1897738,bird,1,69.00491118431091,,
horse,deer,75.39521,deer,23.401384,horse,1.1802807,dog,1,75.39520859718323,,
truck,cat,45.914406,cat,31.301815,frog,18.391844,ship,1,45.91440558433533,,
horse,cat,92.01989,cat,4.8440776,deer,1.8120143,dog,1,92.0198917388916,,
frog,cat,91.52678,cat,2.8803134,bird,2.4916213,dog,1,91.5267825126648,,
ship,cat,86.66808,cat,11.307116,ship,0.7082171,frog,1,86.66808009147644,,
deer,cat,57.752766,cat,32.81479,deer,5.5139666,ship,1,57.7527642250061,,
truck,truck,87.08459,truck,10.470893,ship,1.0548556,bird,1,87.08458542823792,,
horse,horse,71.693115,horse,20.02953,deer,8.143709,dog,1,71.6931164264679,,
plane,cat,99.20357,cat,0.22963315,bird,0.16150302,frog,1,99.20356869697571,,
car,cat,99.792885,cat,0.07739263,dog,0.07349454,bird,1,99.79288578033447,,
frog,cat,85.06882,cat,8.360206,frog,3.6222034,dog,1,85.06881594657898,,
car,car,44.18997,car,36.6159,cat,13.25383,ship,1,44.18996870517731,,
dog,cat,95.96931,cat,1.899142,bird,1.1673801,dog,1,95.96930742263794,,
truck,deer,30.01178,deer,29.225857,cat,12.058978,car,1,30.011779069900513,,
plane,ship,47.760014,ship,19.328753,cat,9.62196,dog,1,47.76001274585724,,
deer,cat,64.13144,cat,24.384808,bird,5.1744123,deer,1,64.13143873214722,,
cat,cat,98.88826,cat,0.6443627,dog,0.38750485,deer,1,98.88826012611389,,
deer,deer,92.265015,deer,7.4628577,cat,0.09159511,dog,1,92.2650158405304,,
car,cat,92.302055,cat,4.743542,dog,2.1965652,deer,1,92.30205416679382,,
cat,cat,99.898544,cat,0.09472281,deer,0.005281511,dog,1,99.89854693412781,,
plane,cat,69.80641,cat,13.545115,deer,9.83528,bird,1,69.80641484260559,,
ship,ship,99.971,ship,0.022301387,cat,0.0014011788,deer,1,99.97100234031677,,
deer,deer,94.52583,deer,2.4592772,bird,1.8901601,cat,1,94.52583193778992,,
frog,frog,97.63939,frog,1.9293762,deer,0.39733377,cat,1,97.63938784599304,,
bird,bird,59.83607,bird,34.999332,cat,2.2300518,deer,1,59.836071729660034,,
bird,bird,95.04843,bird,1.9746922,frog,1.4452024,cat,1,95.04843354225159,,
frog,frog,99.86669,frog,0.06880416,ship,0.026381694,cat,1,99.86668825149536,,
dog,cat,90.37406,cat,4.206349,dog,3.8541932,bird,1,90.37405848503113,,
cat,cat,99.28996,cat,0.56771094,dog,0.051286153,bird,1,99.28996562957764,,
frog,frog,87.903244,frog,11.9902525,cat,0.07792694,dog,1,87.90324330329895,,
bird,deer,72.34817,deer,25.353918,horse,0.8422706,frog,1,72.34816551208496,,
car,cat,76.2993,cat,9.281505,frog,6.4504256,ship,1,76.29930377006531,,
car,car,91.86427,car,5.0538163,ship,1.2690253,cat,1,91.86426997184753,,
ship,deer,59.5007,deer,35.67458,ship,3.1771145,bird,1,59.50070023536682,,
frog,frog,84.661415,frog,10.816723,cat,2.367266,deer,1,84.66141819953918,,
plane,deer,52.188416,deer,29.486593,plane,14.67337,ship,1,52.188414335250854,,
deer,deer,88.78341,deer,10.630355,cat,0.42570844,bird,1,88.78340721130371,,
plane,bird,98.76525,bird,0.67751527,plane,0.2293136,cat,1,98.76525402069092,,
car,car,49.846535,car,41.194675,ship,4.4313226,frog,1,49.84653294086456,,
truck,truck,98.50235,truck,0.6656795,plane,0.46491158,cat,1,98.50234985351562,,
horse,cat,49.417885,cat,34.98022,deer,9.955837,dog,1,49.41788613796234,,
car,cat,99.6565,cat,0.31590575,dog,0.0140617555,deer,1,99.6565043926239,,
cat,cat,99.830605,cat,0.15790848,dog,0.006490788,deer,1,99.83060359954834,,
horse,deer,48.054375,deer,20.737318,horse,16.03167,cat,1,48.054373264312744,,
horse,bird,63.576794,bird,9.613023,dog,9.379569,deer,1,63.5767936706543,,
ship,cat,83.58635,cat,8.459573,ship,3.8049796,frog,1,83.5863471031189,,
horse,cat,86.317406,cat,12.381642,dog,0.94651467,frog,1,86.31740212440491,,
horse,horse,99.79202,horse,0.18192714,deer,0.018174939,dog,1,99.79202151298523,,
cat,cat,99.99192,cat,0.007998901,dog,4.6660916e-05,deer,1,99.99191761016846,,
truck,cat,74.82117,cat,16.08368,truck,6.792631,ship,1,74.8211681842804,,
horse,horse,99.27484,horse,0.37088495,dog,0.3209425,deer,1,99.27484393119812,,
horse,cat,69.2896,cat,15.724616,dog,8.452825,horse,1,69.28959488868713,,
horse,deer,98.79702,deer,0.68848413,cat,0.23107472,horse,1,98.79701733589172,,
bird,cat,44.692863,cat,39.2626,deer,5.395713,ship,1,44.692862033843994,,
car,cat,92.02044,cat,6.984511,ship,0.33243772,truck,1,92.02044010162354,,
bird,plane,88.25235,plane,5.09091,cat,3.484312,bird,1,88.25235366821289,,
ship,ship,98.78619,ship,1.070491,cat,0.06158685,bird,1,98.78618717193604,,
frog,frog,91.743484,frog,7.3145046,cat,0.35071972,ship,1,91.74348711967468,,
deer,deer,68.11792,deer,11.566855,cat,10.242069,bird,1,68.11791658401489,,
plane,bird,99.91745,bird,0.024894308,plane,0.019659165,ship,1,99.91745352745056,,
horse,deer,79.41813,deer,20.223608,horse,0.2485438,bird,1,79.41812872886658,,
truck,car,82.9434,car,7.7065306,frog,4.5808697,cat,1,82.94339776039124,,
ship,ship,96.95784,ship,2.9203632,cat,0.032686807,frog,1,96.95783853530884,,
frog,cat,79.27428,cat,12.82657,dog,6.332204,frog,1,79.27427291870117,,
ship,ship,99.44516,ship,0.1967565,frog,0.13465114,deer,1,99.44515824317932,,
deer,cat,96.89141,cat,2.482608,deer,0.49289042,dog,1,96.89140915870667,,
truck,ship,91.30998,ship,5.434112,cat,1.6180644,frog,1,91.30998253822327,,
car,cat,84.926414,cat,6.432655,ship,4.616631,frog,1,84.9264144897461,,
horse,cat,98.407295,cat,1.1536489,bird,0.33675292,dog,1,98.40729832649231,,
bird,plane,84.329704,plane,13.425551,bird,1.904021,ship,1,84.32970643043518,,
bird,cat,92.31484,cat,4.6208124,deer,2.5328844,dog,1,92.31483936309814,,
ship,ship,99.22966,ship,0.34713548,cat,0.112591565,frog,1,99.22966361045837,,
dog,horse,51.338512,horse,29.03471,deer,11.740005,cat,1,51.33851170539856,,
ship,ship,98.76849,ship,0.44305828,plane,0.2769859,cat,1,98.7684965133667,,
car,ship,40.873913,ship,24.655813,car,21.3423,truck,1,40.87391197681427,,
bird,cat,54.572052,cat,42.758465,dog,1.9242826,deer,1,54.572051763534546,,
bird,cat,80.226395,cat,8.783878,bird,8.12989,dog,1,80.22639751434326,,
deer,cat,81.64066,cat,14.272923,deer,3.7450166,dog,1,81.64066672325134,,
car,cat,44.138786,cat,38.021027,frog,10.050866,ship,1,44.13878619670868,,
bird,cat,82.60658,cat,14.759506,bird,1.0669267,dog,1,82.60658383369446,,
dog,deer,93.19762,deer,6.375938,horse,0.26982105,dog,1,93.19761395454407,,
bird,bird,58.416866,bird,20.880728,ship,9.569316,cat,1,58.41686725616455,,
ship,ship,99.10148,ship,0.6380733,cat,0.06829627,deer,1,99.10147786140442,,
car,deer,38.0427,deer,31.300312,cat,13.54763,plane,1,38.04270029067993,,
ship,cat,60.042007,cat,37.919605,ship,0.9858529,bird,1,60.04200577735901,,
car,car,99.530396,car,0.375165,cat,0.05206112,dog,1,99.53039884567261,,
ship,ship,99.86394,ship,0.11920122,cat,0.0108930515,dog,1,99.86394047737122,,
frog,cat,86.43575,cat,5.077021,deer,4.367928,frog,1,86.43575310707092,,
plane,frog,36.39111,frog,26.396936,deer,19.867495,ship,1,36.391109228134155,,
bird,deer,43.473328,deer,29.746416,cat,25.05713,bird,1,43.47332715988159,,
deer,cat,98.72528,cat,1.1492552,deer,0.10812883,bird,1,98.72527718544006,,
car,car,97.62221,car,1.9206699,cat,0.14506862,frog,1,97.62220978736877,,
cat,cat,99.034836,cat,0.9547335,dog,0.005688209,frog,1,99.03483390808105,,
frog,frog,88.68807,frog,11.222052,cat,0.034550596,deer,1,88.68806958198547,,
horse,deer,61.354763,deer,21.3732,horse,10.681628,dog,1,61.35476231575012,,
horse,deer,98.36805,deer,0.573477,plane,0.3815469,horse,1,98.36804866790771,,
deer,deer,92.37563,deer,6.97479,cat,0.28535724,dog,1,92.37563014030457,,
deer,deer,49.468437,deer,42.721107,cat,6.8645706,bird,1,49.46843683719635,,
cat,cat,90.334854,cat,3.2420537,frog,2.5456045,bird,1,90.33485054969788,,
cat,cat,96.7551,cat,1.1209127,ship,0.9199805,dog,1,96.75509929656982,,
deer,deer,97.59752,deer,2.3916843,cat,0.004464012,dog,1,97.59751558303833,,
dog,cat,75.76074,cat,14.008469,bird,5.676276,deer,1,75.76074004173279,,
bird,bird,99.992836,bird,0.0030872226,cat,0.002915838,plane,1,99.992835521698,,
deer,cat,90.18438,cat,5.771818,deer,3.0039506,frog,1,90.1843786239624,,
cat,cat,99.99852,cat,0.0010690866,bird,0.00016907022,dog,1,99.99852180480957,,
horse,cat,46.70553,cat,25.475424,horse,13.570402,dog,1,46.70552909374237,,
ship,cat,54.338043,cat,39.603825,ship,2.7970235,dog,1,54.33804392814636,,
deer,deer,99.99636,deer,0.0030814956,bird,0.0004203568,horse,1,99.9963641166687,,
deer,deer,74.812965,deer,25.152006,cat,0.027434006,dog,1,74.8129665851593,,
deer,deer,99.99896,deer,0.00052976125,bird,0.00048280368,cat,1,99.99896287918091,,
dog,cat,99.89151,cat,0.07680462,dog,0.016834304,deer,1,99.89150762557983,,
deer,deer,98.63761,deer,0.90179956,cat,0.21435721,horse,1,98.63761067390442,,
cat,cat,85.2977,cat,10.046476,ship,1.735713,dog,1,85.29769778251648,,
bird,bird,81.46174,bird,13.782784,cat,3.3690379,plane,1,81.4617395401001,,
ship,ship,77.53626,ship,20.633778,cat,1.139406,frog,1,77.53626108169556,,
deer,deer,99.95955,deer,0.02363206,cat,0.013218905,bird,1,99.95954632759094,,
dog,cat,94.23097,cat,4.3129826,frog,1.4026535,dog,1,94.23097372055054,,
dog,cat,93.92266,cat,2.4153414,dog,1.4521314,bird,1,93.92266273498535,,
deer,deer,97.6967,deer,1.1792262,cat,0.7263851,bird,1,97.69669771194458,,
car,car,52.01857,car,36.640835,ship,7.056036,cat,1,52.01857089996338,,
deer,deer,97.65072,deer,2.2533865,cat,0.041321248,frog,1,97.65071868896484,,
bird,bird,97.386635,bird,2.5045507,plane,0.03541112,dog,1,97.386634349823,,
dog,cat,99.97874,cat,0.012802335,deer,0.0076741055,dog,1,99.97873902320862,,
car,car,87.38834,car,4.6838603,cat,3.5710416,deer,1,87.38834261894226,,
frog,frog,49.03867,frog,23.054092,deer,21.437128,bird,1,49.03866946697235,,
deer,cat,79.85564,cat,17.762196,deer,1.2185509,dog,1,79.85563278198242,,
cat,deer,70.15904,deer,17.07364,dog,12.489656,cat,1,70.15904188156128,,
deer,cat,47.900272,cat,43.306248,deer,4.327326,frog,1,47.90027141571045,,
deer,deer,97.425674,deer,1.6666796,bird,0.40613836,dog,1,97.42567539215088,,
plane,cat,60.37841,cat,22.083353,deer,9.985343,frog,1,60.378408432006836,,
ship,ship,94.794586,ship,2.147384,plane,1.9685428,bird,1,94.79458332061768,,
ship,cat,34.29627,cat,34.16281,ship,24.72222,dog,1,34.29626822471619,,
deer,cat,62.993168,cat,28.251978,frog,3.350762,bird,1,62.99316883087158,,
dog,cat,81.21673,cat,10.163459,dog,6.8293495,deer,1,81.21672868728638,,
horse,horse,95.315674,horse,3.7945607,dog,0.8567729,cat,1,95.31567692756653,,
dog,cat,79.185776,cat,19.294384,dog,0.69043344,plane,1,79.18577194213867,,
frog,frog,98.469284,frog,0.9068794,bird,0.4394316,cat,1,98.46928119659424,,
truck,truck,90.86501,truck,8.347353,ship,0.50316757,plane,1,90.86501002311707,,
car,car,79.364685,car,16.317747,cat,3.124438,frog,1,79.36468720436096,,
frog,frog,98.45814,frog,0.9828814,bird,0.38338304,cat,1,98.45814108848572,,
horse,horse,98.89691,horse,0.5543414,dog,0.5293151,deer,1,98.8969087600708,,
bird,dog,99.38711,dog,0.58618623,cat,0.011110878,horse,1,99.38710927963257,,
plane,cat,69.41604,cat,26.15258,plane,3.848888,dog,1,69.41604018211365,,
car,cat,63.668015,cat,34.4805,ship,0.48307684,car,1,63.668012619018555,,
deer,deer,98.46558,deer,0.8578718,cat,0.50733906,horse,1,98.46558570861816,,
dog,dog,99.98481,dog,0.012047318,cat,0.001499973,bird,1,99.98481273651123,,
frog,frog,90.65926,frog,9.048754,cat,0.09506192,ship,1,90.6592607498169,,
plane,plane,87.26179,plane,11.605033,ship,0.97191894,truck,1,87.26178407669067,,
plane,ship,65.310684,ship,17.888306,plane,14.994606,cat,1,65.31068086624146,,
bird,cat,67.871666,cat,21.562212,deer,8.676777,bird,1,67.87166595458984,,
horse,cat,86.21674,cat,10.696514,deer,1.5916262,frog,1,86.21674180030823,,
dog,cat,98.76234,cat,0.54001087,deer,0.26244718,dog,1,98.76233339309692,,
frog,frog,82.57734,frog,16.32843,cat,0.7658701,bird,1,82.57734179496765,,
plane,bird,47.25243,bird,36.733017,cat,7.9595857,plane,1,47.25243151187897,,
frog,cat,75.6394,cat,24.324776,dog,0.017393451,deer,1,75.63939690589905,,
bird,deer,51.533188,deer,13.496155,bird,12.179219,ship,1,51.53318643569946,,
truck,ship,47.71677,ship,38.660683,truck,8.789449,cat,1,47.71676957607269,,
car,cat,92.48051,cat,4.2981997,ship,2.8796706,frog,1,92.48050451278687,,
horse,deer,97.88527,deer,0.9817507,plane,0.4043426,ship,1,97.88526892662048,,
horse,cat,93.62601,cat,5.70748,dog,0.34347713,horse,1,93.62601041793823,,
dog,dog,99.94372,dog,0.043015864,deer,0.010247707,cat,1,99.9437153339386,,
bird,deer,55.179203,deer,21.618137,frog,14.965691,cat,1,55.17920255661011,,
dog,dog,91.147736,dog,8.737832,cat,0.07345028,frog,1,91.14773869514465,,
frog,cat,93.64266,cat,3.9815857,bird,1.7477145,dog,1,93.64266395568848,,
deer,frog,63.328857,frog,20.238533,cat,9.494517,deer,1,63.328856229782104,,
car,car,96.43112,car,3.4402895,cat,0.085348375,bird,1,96.43112421035767,,
deer,deer,80.453575,deer,14.331339,cat,4.3735647,horse,1,80.45357465744019,,
cat,cat,97.38686,cat,2.3367765,deer,0.22548574,dog,1,97.38686084747314,,
cat,cat,64.38205,cat,29.799313,dog,2.7701757,deer,1,64.38204646110535,,
cat,cat,98.99421,cat,0.810277,dog,0.13743886,bird,1,98.99420738220215,,
plane,plane,99.67206,plane,0.15301234,dog,0.09360453,cat,1,99.67206120491028,,
cat,cat,99.572136,cat,0.13708866,horse,0.11735054,deer,1,99.57213401794434,,
dog,dog,66.21219,dog,32.78074,cat,0.5626407,deer,1,66.21218919754028,,
dog,dog,92.33335,dog,5.8113446,deer,0.90118873,bird,1,92.33335256576538,,
ship,ship,48.872475,ship,46.499435,cat,3.6346328,dog,1,48.87247383594513,,
truck,cat,83.81994,cat,6.0654783,frog,2.5338328,deer,1,83.81993770599365,,
horse,horse,70.92367,horse,23.174862,cat,4.4379787,dog,1,70.92366814613342,,
cat,cat,99.46414,cat,0.4580871,dog,0.049546994,deer,1,99.46414232254028,,
car,cat,77.96513,cat,15.705994,car,4.9838037,ship,1,77.96513438224792,,
cat,cat,50.392097,cat,18.252947,bird,17.902678,horse,1,50.39209723472595,,
cat,cat,97.20591,cat,1.6046762,dog,0.72735506,deer,1,97.20591306686401,,
cat,deer,64.7342,deer,15.456965,cat,8.604917,horse,1,64.73420262336731,,
deer,deer,97.20393,deer,1.7611557,cat,0.8821724,bird,1,97.20393419265747,,
deer,deer,99.610016,deer,0.18852133,horse,0.09304161,dog,1,99.61001873016357,,
bird,cat,75.72039,cat,22.19811,bird,1.2832874,deer,1,75.72039365768433,,
cat,cat,99.98413,cat,0.010064173,dog,0.0024425755,bird,1,99.98413324356079,,
cat,cat,99.96902,cat,0.02995613,dog,0.00041249508,frog,1,99.96901750564575,,
ship,cat,41.85556,cat,31.8598,ship,23.756618,deer,1,41.85556173324585,,
car,car,95.75346,car,3.7256508,ship,0.25701928,cat,1,95.7534670829773,,
horse,cat,86.61858,cat,11.355538,horse,0.94158936,dog,1,86.61858439445496,,
horse,horse,90.7922,horse,7.346867,deer,1.1668704,dog,1,90.79219698905945,,
plane,deer,37.50023,deer,28.44536,ship,27.714296,plane,1,37.500229477882385,,
horse,cat,82.506424,cat,13.465701,dog,1.0558223,frog,1,82.50642418861389,,
deer,deer,95.19194,deer,4.178294,cat,0.49983934,dog,1,95.1919436454773,,
dog,cat,78.7535,cat,21.168936,dog,0.038433786,frog,1,78.7535011768341,,
car,frog,62.059498,frog,21.399395,cat,7.8643994,car,1,62.05949783325195,,
deer,deer,99.96846,deer,0.01782771,cat,0.0042686244,dog,1,99.96845722198486,,
bird,cat,47.44326,cat,45.512444,deer,4.4654226,ship,1,47.44326174259186,,
deer,deer,99.63628,deer,0.27638668,cat,0.06384345,bird,1,99.63627457618713,,
cat,cat,99.6153,cat,0.13825013,dog,0.10052109,deer,1,99.61530566215515,,
truck,dog,36.031677,dog,31.000767,deer,26.331198,cat,1,36.03167533874512,,
truck,truck,50.11032,truck,48.213104,ship,0.85414666,cat,1,50.11032223701477,,
deer,deer,99.995766,deer,0.0033549434,bird,0.0005364823,horse,1,99.99576807022095,,
truck,truck,99.12355,truck,0.4556851,plane,0.26571867,car,1,99.12354946136475,,
truck,cat,65.012505,cat,9.816179,truck,9.648691,frog,1,65.01250267028809,,
car,cat,77.98609,cat,9.719505,car,5.2544537,frog,1,77.98609137535095,,
ship,ship,54.096996,ship,35.200085,cat,6.2038016,bird,1,54.096996784210205,,
car,ship,99.806625,ship,0.1433911,cat,0.01431025,deer,1,99.8066246509552,,
frog,frog,99.82557,frog,0.1362648,cat,0.015710426,ship,1,99.82556700706482,,
horse,horse,99.74389,horse,0.2013017,deer,0.04975441,dog,1,99.7438907623291,,
dog,dog,92.57407,dog,5.647674,cat,1.3853638,bird,1,92.57407188415527,,
dog,dog,37.932133,dog,32.730556,cat,22.620415,deer,1,37.93213367462158,,
deer,cat,78.39545,cat,15.945715,deer,4.3053718,bird,1,78.39545011520386,,
truck,deer,93.96794,deer,3.0022924,truck,1.524145,cat,1,93.96793842315674,,
horse,deer,77.15569,deer,16.832811,horse,4.8398843,dog,1,77.15569138526917,,
frog,cat,99.070274,cat,0.61089814,dog,0.11028213,bird,1,99.0702748298645,,
dog,cat,72.61809,cat,16.529224,bird,8.174323,dog,1,72.61808514595032,,
truck,truck,96.84082,truck,1.8050367,ship,1.0909767,cat,1,96.84081673622131,,
bird,cat,79.47976,cat,13.989958,bird,4.2583256,frog,1,79.47975993156433,,
deer,deer,96.46875,deer,1.5849997,cat,1.3922694,horse,1,96.46875262260437,,
plane,plane,99.885086,plane,0.07385288,cat,0.020411309,bird,1,99.88508224487305,,
horse,horse,96.00319,horse,2.4893534,dog,1.5062045,deer,1,96.00319266319275,,
ship,ship,95.45984,ship,4.454772,cat,0.04631433,dog,1,95.45984268188477,,
dog,bird,38.86235,bird,23.752222,cat,14.787481,deer,1,38.86235058307648,,
dog,dog,99.999916,dog,8.1219594e-05,cat,7.206638e-07,frog,1,99.99991655349731,,
plane,cat,91.15531,cat,4.5806565,frog,1.8196799,dog,1,91.1553144454956,,
plane,plane,82.22307,plane,15.549941,cat,1.730394,bird,1,82.22306966781616,,
truck,truck,52.56815,truck,26.395979,ship,13.528618,horse,1,52.56814956665039,,
truck,truck,89.76526,truck,7.723869,ship,1.2586812,plane,1,89.76526260375977,,
ship,ship,99.87427,ship,0.03958671,plane,0.03950022,cat,1,99.87426400184631,,
bird,cat,89.99714,cat,3.8661766,bird,2.486353,deer,1,89.99713659286499,,
dog,dog,94.96415,dog,2.9490235,cat,1.0550822,deer,1,94.96415257453918,,
deer,cat,96.08514,cat,1.6316738,dog,1.1410457,deer,1,96.08513712882996,,
ship,ship,33.624832,ship,24.49704,frog,21.949343,cat,1,33.624833822250366,,
cat,cat,99.98862,cat,0.0054113804,deer,0.002924253,plane,1,99.9886155128479,,
frog,frog,60.518612,frog,38.949287,cat,0.32565802,deer,1,60.51861047744751,,
cat,cat,97.97703,cat,1.4500198,dog,0.27239588,deer,1,97.9770302772522,,
frog,cat,41.444458,cat,39.083424,frog,18.345081,bird,1,41.444459557533264,,
plane,plane,97.57182,plane,1.8109583,bird,0.35666382,cat,1,97.57182598114014,,
frog,frog,97.78756,frog,2.0165687,cat,0.08319635,bird,1,97.78755903244019,,
frog,frog,74.80384,frog,22.655735,cat,1.563482,deer,1,74.80384111404419,,
frog,cat,76.21085,cat,17.873148,frog,5.2733173,bird,1,76.2108564376831,,
truck,truck,73.85552,truck,22.461023,ship,1.5825095,car,1,73.85552525520325,,
frog,cat,61.03043,cat,37.29965,frog,0.57176256,deer,1,61.03042960166931,,
frog,cat,97.484406,cat,1.1747549,frog,0.56166834,dog,1,97.48440384864807,,
ship,ship,85.94666,ship,13.451622,cat,0.36126015,bird,1,85.94666123390198,,
frog,frog,98.53056,frog,1.2394843,cat,0.15353392,bird,1,98.53056073188782,,
bird,cat,81.66838,cat,16.3902,dog,0.64854634,bird,1,81.66837692260742,,
deer,deer,99.9244,deer,0.055482402,bird,0.006789387,cat,1,99.9243974685669,,
dog,cat,98.579735,cat,1.0542814,dog,0.11415122,plane,1,98.57973456382751,,
ship,ship,98.30851,ship,1.4293549,cat,0.069209546,plane,1,98.30850958824158,,
car,car,87.47106,car,6.3293495,cat,2.3588915,truck,1,87.47106194496155,,
bird,bird,91.97187,bird,7.5181813,cat,0.25950962,dog,1,91.97186827659607,,
horse,horse,99.811195,horse,0.16294537,deer,0.009692325,ship,1,99.81119632720947,,
frog,cat,96.80248,cat,2.0491996,frog,0.6760577,dog,1,96.80248498916626,,
dog,cat,87.52236,cat,8.165529,dog,2.281082,frog,1,87.52236366271973,,
horse,horse,99.133995,horse,0.48075557,deer,0.29482415,dog,1,99.13399815559387,,
ship,ship,96.90086,ship,2.8703234,cat,0.06695427,plane,1,96.90086245536804,,
car,ship,98.194756,ship,0.8567378,cat,0.67809343,plane,1,98.19475412368774,,
ship,cat,56.33833,cat,17.714613,deer,13.508876,frog,1,56.33832812309265,,
plane,plane,67.22149,plane,22.197887,deer,4.9305754,cat,1,67.2214925289154,,
ship,cat,79.45158,cat,10.2231865,car,7.30291,dog,1,79.45157885551453,,
frog,cat,78.29109,cat,19.979359,dog,1.1890856,deer,1,78.29108834266663,,
truck,cat,92.691025,cat,4.661491,ship,2.040683,deer,1,92.69102215766907,,
bird,cat,70.49919,cat,28.636381,bird,0.53291607,deer,1,70.499187707901,,
ship,ship,96.51563,ship,2.509918,plane,0.34111658,bird,1,96.51563167572021,,
truck,cat,51.287125,cat,22.052483,car,14.294065,truck,1,51.287126541137695,,
deer,deer,99.45739,deer,0.5080239,cat,0.011579166,dog,1,99.45738911628723,,
plane,plane,98.85375,plane,0.9444123,bird,0.19157505,cat,1,98.85375499725342,,
