Actual,Predicted,Top1_Prob,Top1_Class,Top2_Prob,Top2_Class,Top3_Prob,Top3_Class,Num_Layers_Used,Top_Prob_Layer1,Top_Prob_Layer2,Top_Prob_Layer3
ship,ship,99.85895,ship,0.048904803,truck,0.023704818,car,1.0,99.67381358146667,,
frog,frog,99.93955,frog,0.044437975,deer,0.008184357,bird,1.0,98.33868145942688,,
ship,ship,99.99778,ship,0.0011294167,car,0.00047289167,frog,1.0,99.2635428905487,,
bird,bird,82.83363,bird,10.420659,cat,5.4668255,frog,1.0,97.46418595314026,,
plane,plane,98.18377,plane,1.0867423,bird,0.5091713,deer,2.0,73.64349961280823,88.27834129333496,
dog,dog,99.82808,dog,0.141375,cat,0.02519971,bird,2.0,69.97806429862976,97.51710891723633,
truck,truck,99.50615,truck,0.38997313,car,0.064609,ship,2.0,71.37223482131958,99.8705506324768,
frog,frog,99.95062,frog,0.034461282,ship,0.010836755,cat,1.0,99.34026598930359,,
truck,truck,99.9717,truck,0.027754955,car,0.00022446402,ship,2.0,72.24209904670715,99.98888969421387,
dog,cat,72.74554,cat,20.165867,frog,6.0027437,bird,4.0,43.4279590845108,59.61870551109314,72.74553775787354
car,car,99.769005,car,0.10655731,truck,0.048711505,ship,2.0,45.708078145980835,98.47834706306458,
cat,cat,82.43094,cat,12.800778,dog,4.4116297,frog,1.0,91.46260619163513,,
deer,deer,99.81205,deer,0.18116404,cat,0.0057907486,bird,1.0,97.99389839172363,,
deer,deer,99.99924,deer,0.00043454833,horse,0.00016465949,cat,2.0,75.19787549972534,99.97953772544861,
bird,bird,92.76732,bird,7.157624,plane,0.04438928,cat,2.0,35.55498123168945,89.27770256996155,
horse,horse,59.524666,horse,29.792622,deer,8.36167,dog,1.0,98.91064763069153,,
bird,bird,98.71775,bird,1.2715917,cat,0.0059611537,dog,1.0,89.92680311203003,,
deer,frog,60.73743,frog,21.705074,cat,16.316706,deer,4.0,65.4911756515503,64.27702307701111,60.737431049346924
deer,deer,99.56786,deer,0.18225136,bird,0.116682634,dog,1.0,86.52657866477966,,
plane,plane,99.99998,plane,1.569422e-05,ship,1.1082743e-05,bird,1.0,96.0055947303772,,
bird,cat,89.43063,cat,9.140255,dog,1.3567247,bird,3.0,83.68281722068787,49.749135971069336,89.43063616752625
ship,ship,99.78825,ship,0.18608963,cat,0.015869746,plane,1.0,90.07490277290344,,
deer,deer,99.99957,deer,0.00038567695,bird,2.2483866e-05,cat,1.0,99.93688464164734,,
dog,dog,83.98895,dog,4.4091563,deer,4.090791,bird,1.0,99.34442043304443,,
car,car,99.9919,car,0.0048112716,truck,0.0012609473,plane,1.0,91.3028359413147,,
bird,bird,98.151436,bird,1.835375,plane,0.0051429705,ship,1.0,88.78777623176575,,
frog,frog,99.10994,frog,0.7117249,cat,0.06481571,deer,2.0,68.15228462219238,99.91264939308167,
ship,plane,76.87932,plane,22.825178,ship,0.08590775,bird,1.0,96.30856513977051,,
car,car,99.84658,car,0.06756414,cat,0.02304994,deer,2.0,47.52355515956879,99.24052357673645,
horse,horse,99.90959,horse,0.0781736,dog,0.007200515,cat,1.0,97.64662981033325,,
bird,frog,99.359375,frog,0.63631725,bird,0.0029076186,dog,2.0,72.50195145606995,97.42934107780457,
ship,ship,99.948296,ship,0.02498251,bird,0.008246603,cat,2.0,38.80187273025513,99.06198978424072,
horse,horse,90.997665,horse,8.701648,deer,0.12435901,cat,1.0,98.6106276512146,,
deer,deer,99.95587,deer,0.03390728,horse,0.0049848575,bird,1.0,99.53199028968811,,
cat,cat,99.99969,cat,0.00022139061,dog,6.322823e-05,deer,1.0,99.45490956306458,,
cat,cat,99.35185,cat,0.64665663,dog,0.0005808972,plane,1.0,99.96756315231323,,
plane,plane,89.93848,plane,6.9946313,cat,1.1320401,ship,3.0,66.669762134552,65.70525169372559,89.93847966194153
cat,dog,55.16121,dog,40.733685,cat,1.7360595,deer,4.0,35.93243360519409,65.44383764266968,55.16120791435242
horse,horse,99.87197,horse,0.0348801,truck,0.02264249,plane,1.0,86.23466491699219,,
bird,bird,99.75671,bird,0.14292778,cat,0.039428,deer,1.0,85.84631085395813,,
dog,dog,52.98499,dog,46.218933,cat,0.37209067,horse,4.0,61.73228621482849,74.83303546905518,52.98498868942261
frog,frog,91.817696,frog,4.8504577,bird,3.2321506,cat,2.0,82.27084279060364,87.5425934791565,
car,car,99.99004,car,0.008021616,truck,0.00078443374,horse,1.0,99.28760528564453,,
horse,horse,98.44669,horse,1.3414764,deer,0.15656473,dog,2.0,82.25724697113037,90.2290940284729,
truck,car,66.73139,car,17.667015,truck,10.266871,plane,4.0,55.28236627578735,24.318888783454895,66.73139333724976
plane,bird,66.24248,bird,33.697685,plane,0.033990897,deer,2.0,70.30268907546997,87.59398460388184,
bird,cat,92.11385,cat,4.008175,deer,3.4907784,dog,1.0,94.62656378746033,,
cat,cat,53.930454,cat,27.338085,horse,6.0230308,deer,1.0,96.19222283363342,,
truck,truck,99.66484,truck,0.3304277,car,0.0037265331,ship,2.0,64.10317420959473,97.1625566482544,
ship,plane,64.697655,plane,34.13768,ship,0.76500696,cat,4.0,53.761810064315796,69.50830817222595,64.69765305519104
truck,deer,47.90652,deer,17.82436,car,12.283187,plane,4.0,49.927785992622375,84.6965491771698,47.90652096271515
dog,dog,99.92003,dog,0.035086587,horse,0.02677216,bird,1.0,96.87148928642273,,
plane,plane,99.55302,plane,0.4147103,ship,0.020436302,car,2.0,68.98077130317688,95.78583240509033,
plane,plane,99.2167,plane,0.7448444,ship,0.01268472,car,2.0,74.94581341743469,92.03578233718872,
horse,horse,99.99441,horse,0.005092613,deer,0.0002740935,dog,1.0,92.4115538597107,,
frog,cat,53.606255,cat,28.289246,bird,15.656818,plane,4.0,40.819165110588074,43.10573935508728,53.60625386238098
cat,cat,99.992546,cat,0.0068565765,dog,0.00033053584,deer,1.0,93.88730525970459,,
cat,cat,99.99027,cat,0.00512314,dog,0.0031287628,bird,1.0,97.48948812484741,,
ship,ship,99.970894,ship,0.013807314,deer,0.0036875922,bird,1.0,98.34363460540771,,
car,car,98.13865,car,1.0685642,ship,0.7592985,truck,3.0,69.23725605010986,83.82813930511475,98.13864827156067
deer,deer,99.98883,deer,0.0065992842,cat,0.0032574749,bird,1.0,98.7400233745575,,
plane,plane,99.998604,plane,0.00049181096,cat,0.00030510518,ship,1.0,99.8872697353363,,
car,cat,81.41297,cat,17.49414,car,0.58484435,frog,1.0,96.96001410484314,,
dog,dog,99.71266,dog,0.2829267,cat,0.003251484,deer,1.0,95.45189142227173,,
deer,deer,99.897446,deer,0.098003834,horse,0.0022718734,cat,1.0,99.99575614929199,,
cat,cat,99.9996,cat,0.00018681653,horse,7.678993e-05,dog,1.0,99.97392296791077,,
bird,deer,50.850285,deer,31.298819,ship,13.31262,bird,2.0,81.01673722267151,86.74413561820984,
frog,frog,99.999275,frog,0.0005364065,cat,5.514168e-05,deer,1.0,88.00788521766663,,
plane,plane,84.08294,plane,14.993193,bird,0.39248908,cat,4.0,53.92746925354004,75.014328956604,84.08293724060059
ship,ship,98.98783,ship,0.83986723,plane,0.11822658,car,1.0,99.86693859100342,,
ship,ship,99.997925,ship,0.001951633,frog,9.91954e-05,cat,2.0,57.676368951797485,99.22199845314026,
frog,frog,98.943504,frog,0.6752726,cat,0.36623168,bird,1.0,99.16171431541443,,
cat,cat,99.999985,cat,9.899516e-06,dog,5.9096556e-07,horse,1.0,100.0,,
cat,cat,99.99906,cat,0.0005738955,deer,0.00028223178,bird,1.0,99.98883008956909,,
bird,cat,84.6191,cat,10.940849,deer,4.2266903,bird,4.0,51.953041553497314,46.625301241874695,84.61909890174866
truck,cat,53.626633,cat,14.785632,ship,12.323416,truck,1.0,88.78210186958313,,
horse,horse,92.44512,horse,6.518569,deer,0.92412496,dog,3.0,51.18852257728577,75.4113256931305,92.4451231956482
dog,cat,64.11878,cat,29.700369,dog,5.1576257,frog,1.0,91.66015386581421,,
car,car,99.96146,car,0.03850854,truck,1.1843491e-05,ship,1.0,88.61988186836243,,
frog,frog,99.85782,frog,0.11490971,cat,0.016924825,deer,2.0,45.747414231300354,98.28449487686157,
plane,ship,89.06585,ship,4.3020782,car,3.5192564,plane,1.0,99.0223228931427,,
dog,dog,99.9993,dog,0.0007000539,cat,2.2304014e-06,horse,1.0,99.06402826309204,,
truck,truck,98.94182,truck,0.91117096,car,0.12033658,plane,2.0,35.86039841175079,95.71154713630676,
truck,truck,96.06342,truck,3.4462366,car,0.45971844,ship,2.0,35.37864089012146,90.58066010475159,
deer,deer,99.99093,deer,0.004675084,cat,0.0035713399,bird,1.0,99.65835809707642,,
dog,dog,99.99805,dog,0.001934646,cat,1.5430374e-05,horse,2.0,73.54875206947327,99.91570711135864,
truck,car,95.318474,car,4.2092314,truck,0.3257452,ship,2.0,51.54663324356079,96.44624590873718,
deer,deer,71.43849,deer,23.856075,cat,2.0993595,bird,1.0,93.49977374076843,,
ship,ship,95.86922,ship,3.0034547,plane,0.7477988,bird,2.0,70.95796465873718,93.8510000705719,
cat,cat,82.76257,cat,10.253782,dog,6.2316246,frog,4.0,79.33981418609619,82.12873339653015,82.76257514953613
cat,cat,30.85519,cat,29.557795,frog,28.210337,horse,1.0,96.88530564308167,,
bird,bird,99.64013,bird,0.282174,deer,0.06292005,cat,2.0,64.20736908912659,98.74810576438904,
dog,cat,88.322235,cat,5.684947,bird,3.683224,frog,1.0,96.2529718875885,,
car,car,99.98398,car,0.008017879,cat,0.0036386373,ship,1.0,99.60136413574219,,
truck,truck,99.9337,truck,0.045801353,car,0.016557623,ship,2.0,58.04629921913147,99.54812526702881,
dog,dog,99.99118,dog,0.0064264606,cat,0.0015344045,horse,1.0,98.33624958992004,,
dog,cat,99.33402,cat,0.65486777,dog,0.008119949,deer,1.0,88.84248733520508,,
ship,car,76.19396,car,18.914625,truck,4.1646776,ship,1.0,90.33951163291931,,
car,car,79.98218,car,6.125725,frog,5.5254297,ship,4.0,81.26271367073059,71.32877111434937,79.98217940330505
ship,ship,99.95029,ship,0.029931098,car,0.01457642,truck,1.0,99.26732182502747,,
truck,truck,99.99391,truck,0.0050791623,car,0.00075967703,ship,1.0,92.86012053489685,,
horse,horse,76.26434,horse,21.693981,deer,0.7502628,bird,4.0,60.69769263267517,82.47837424278259,76.26434564590454
plane,plane,45.858772,plane,37.071644,bird,10.115752,ship,4.0,34.58769619464874,54.5193076133728,45.858773589134216
frog,cat,99.97185,cat,0.025401616,dog,0.0010628765,frog,1.0,99.31100606918335,,
cat,cat,70.171234,cat,13.654568,bird,7.4985375,ship,1.0,99.03724193572998,,
bird,bird,51.147736,bird,31.158676,dog,8.604722,deer,4.0,60.26957035064697,43.320196866989136,51.14773511886597
plane,plane,99.99983,plane,0.00014573912,deer,1.0784202e-05,ship,1.0,99.99645948410034,,
bird,bird,97.548256,bird,1.8507121,cat,0.40762103,dog,2.0,57.19895958900452,97.73468375205994,
frog,frog,99.993324,frog,0.0025706894,cat,0.0014288651,deer,2.0,55.630940198898315,99.94669556617737,
truck,truck,39.246067,truck,22.54301,frog,13.055508,cat,1.0,91.98033809661865,,
cat,cat,99.995445,cat,0.004119937,deer,0.00021504692,dog,2.0,62.6032829284668,99.9527096748352,
truck,truck,99.018135,truck,0.9516839,car,0.016951535,ship,2.0,37.544652819633484,97.44459986686707,
car,car,99.89396,car,0.0672852,plane,0.025179334,truck,2.0,44.64907348155975,99.21981692314148,
frog,cat,97.52501,cat,1.3166171,frog,0.99588597,bird,1.0,87.54791021347046,,
frog,frog,98.84531,frog,0.5540752,cat,0.36400852,truck,2.0,63.95862698554993,98.27456474304199,
horse,horse,99.98098,horse,0.007972113,dog,0.0046647494,cat,1.0,93.74446272850037,,
bird,cat,60.69323,cat,28.983868,frog,8.0245495,bird,4.0,64.89888429641724,80.37257194519043,60.693228244781494
frog,frog,95.82646,frog,1.2677714,cat,0.9637815,ship,3.0,76.09835863113403,64.70112800598145,95.82645893096924
cat,cat,67.802795,cat,30.911615,plane,1.0134556,dog,4.0,62.26789355278015,54.01867628097534,67.80279874801636
bird,cat,41.53149,cat,32.414993,horse,16.466595,dog,4.0,44.5483535528183,41.56516194343567,41.53149127960205
dog,dog,98.75593,dog,0.6083506,cat,0.60775036,frog,2.0,45.13494372367859,97.08280563354492,
dog,dog,94.93916,dog,4.8418856,cat,0.16246001,horse,1.0,97.93946146965027,,
bird,bird,82.957306,bird,8.282176,cat,4.029138,ship,2.0,45.65694034099579,97.96319603919983,
horse,horse,99.81437,horse,0.16293827,dog,0.013769705,cat,2.0,78.13892960548401,99.60041642189026,
dog,dog,98.60313,dog,0.9793493,cat,0.25601545,horse,2.0,57.947105169296265,99.44933652877808,
bird,bird,67.05892,bird,26.981808,cat,2.2681277,deer,4.0,43.63934099674225,58.02493691444397,67.05892086029053
plane,plane,99.354836,plane,0.5349192,bird,0.058509123,cat,1.0,98.15368056297302,,
ship,ship,99.228386,ship,0.2323033,cat,0.23004387,frog,1.0,96.29961252212524,,
plane,deer,58.84031,deer,31.972445,cat,5.4829993,bird,4.0,61.34997010231018,48.389795422554016,58.84031057357788
horse,deer,37.414135,deer,34.839977,dog,15.17801,horse,4.0,53.737086057662964,80.29072284698486,37.41413354873657
horse,horse,97.146255,horse,2.8144548,deer,0.038175907,dog,1.0,97.65751957893372,,
car,car,97.40249,car,2.4988706,ship,0.034831338,frog,2.0,58.87550115585327,97.08476066589355,
horse,horse,98.53461,horse,0.8792596,deer,0.5836281,dog,3.0,82.1370542049408,50.39477348327637,98.53460788726807
deer,deer,99.18674,deer,0.31081635,cat,0.19625914,bird,1.0,88.86451125144958,,
plane,plane,99.882645,plane,0.05733206,bird,0.034696974,ship,2.0,71.05640172958374,99.17425513267517,
bird,deer,96.61825,deer,2.0362792,horse,0.9956429,bird,1.0,99.85061287879944,,
bird,bird,99.999084,bird,0.00063957635,plane,0.00026351446,cat,1.0,99.97287392616272,,
frog,frog,99.95707,frog,0.01715723,dog,0.010591352,cat,2.0,65.88252782821655,99.85145926475525,
car,car,99.995255,car,0.0029715544,truck,0.0005599751,frog,2.0,54.28062677383423,99.96641874313354,
dog,dog,97.390785,dog,1.3902811,cat,0.5599866,bird,2.0,44.29228603839874,88.69493007659912,
truck,truck,86.21098,truck,13.22688,car,0.43802363,cat,3.0,54.83383536338806,50.03621578216553,86.21098399162292
horse,horse,99.31726,horse,0.45198444,dog,0.21025203,cat,2.0,48.91695976257324,98.18065166473389,
frog,frog,99.94215,frog,0.035434116,dog,0.017946044,cat,2.0,84.93022322654724,99.93467926979065,
bird,dog,89.30527,dog,6.8925962,cat,2.55881,bird,1.0,91.70236587524414,,
horse,horse,99.98001,horse,0.010377762,deer,0.006898833,plane,1.0,98.79584312438965,,
plane,plane,99.79253,plane,0.09991813,bird,0.06575788,deer,3.0,60.026752948760986,79.14091944694519,99.79252815246582
dog,cat,53.31831,cat,40.567596,dog,5.623786,bird,1.0,94.09962296485901,,
frog,frog,96.30039,frog,3.276042,cat,0.30980724,bird,2.0,57.519274950027466,99.24518465995789,
plane,plane,99.92493,plane,0.035136826,bird,0.014668134,horse,2.0,61.08044981956482,99.94551539421082,
car,car,99.977295,car,0.010659409,cat,0.00326793,truck,1.0,99.43510293960571,,
car,car,89.61942,car,9.642224,ship,0.2958146,truck,1.0,89.57056999206543,,
ship,ship,66.91243,ship,27.427658,truck,4.8314843,car,1.0,99.37062859535217,,
deer,deer,99.98047,deer,0.014038937,dog,0.0029120287,cat,1.0,99.32275414466858,,
dog,dog,99.89912,dog,0.09946837,cat,0.0011473227,horse,1.0,99.99842643737793,,
cat,cat,91.309105,cat,6.711255,dog,1.1766404,plane,2.0,56.994158029556274,91.52581095695496,
car,car,94.037506,car,4.4538693,truck,0.724188,cat,3.0,66.334068775177,76.02419257164001,94.0375030040741
bird,bird,88.44175,bird,8.965586,cat,1.1750959,deer,1.0,97.76434302330017,,
deer,deer,75.942345,deer,11.039801,cat,9.181136,frog,1.0,86.78763508796692,,
ship,ship,99.99944,ship,0.00017504112,car,0.00012598783,frog,1.0,94.38077807426453,,
truck,car,57.069176,car,33.211117,truck,4.6466045,ship,4.0,54.9568772315979,67.87241101264954,57.06917643547058
ship,ship,96.76888,ship,1.5139357,car,0.84711725,bird,2.0,55.816590785980225,95.08892297744751,
car,car,99.9229,car,0.0296134,plane,0.02918127,ship,2.0,56.33189082145691,99.83733892440796,
horse,horse,63.28972,horse,32.14537,cat,4.180365,dog,4.0,62.5204861164093,78.53891253471375,63.28971982002258
bird,bird,52.531506,bird,42.565704,horse,1.7520987,deer,2.0,52.07560062408447,97.50995635986328,
horse,horse,80.42142,horse,16.135298,dog,2.7462564,cat,1.0,88.40156197547913,,
bird,plane,99.07792,plane,0.567467,bird,0.18136503,cat,2.0,37.77315616607666,95.46079635620117,
cat,cat,90.99496,cat,4.542575,deer,3.8789704,bird,3.0,71.22711539268494,82.98084139823914,90.99496006965637
bird,cat,69.18201,cat,12.804511,frog,12.352997,dog,1.0,92.66180992126465,,
frog,frog,99.956924,frog,0.017771931,deer,0.016128052,cat,1.0,93.68838667869568,,
horse,horse,99.99902,horse,0.00078323635,dog,0.00015386641,cat,1.0,93.66765022277832,,
truck,truck,99.97377,truck,0.014901474,car,0.0066366224,ship,2.0,84.13660526275635,99.97430443763733,
deer,deer,99.99835,deer,0.0011657896,bird,0.00033983338,cat,1.0,99.9769389629364,,
plane,plane,99.89298,plane,0.036630493,bird,0.03424398,cat,1.0,99.944406747818,,
car,car,99.98762,car,0.005039828,truck,0.0045683547,ship,1.0,88.56460452079773,,
plane,plane,99.85345,plane,0.12099621,ship,0.0075473026,bird,2.0,62.93346285820007,99.61068034172058,
deer,deer,99.99991,deer,6.476137e-05,cat,1.2671701e-05,horse,1.0,99.99823570251465,,
dog,dog,44.2257,dog,35.939644,bird,18.167189,cat,4.0,53.08564901351929,58.95434021949768,44.225701689720154
plane,plane,100.0,plane,1.488169e-06,cat,1.349649e-06,bird,1.0,99.9998688697815,,
ship,ship,99.99833,ship,0.0010238558,car,0.00052037876,plane,1.0,99.98138546943665,,
plane,plane,70.459595,plane,24.958311,deer,2.2061954,cat,1.0,89.17150497436523,,
horse,horse,99.28847,horse,0.24793017,plane,0.11460851,truck,2.0,47.94106185436249,99.5218813419342,
frog,frog,99.65281,frog,0.3079283,cat,0.032672867,deer,1.0,90.0558590888977,,
car,car,99.635185,car,0.25603428,ship,0.048472226,truck,1.0,88.10674548149109,,
plane,plane,56.31107,plane,30.964184,ship,3.4750407,bird,4.0,53.237104415893555,40.39459824562073,56.311070919036865
ship,ship,99.48105,ship,0.23259835,car,0.13444966,plane,2.0,54.57028150558472,99.82187151908875,
dog,dog,99.98784,dog,0.008291875,cat,0.0023076024,bird,1.0,99.99223947525024,,
truck,truck,99.97092,truck,0.029057328,car,1.3510882e-05,cat,1.0,98.96005988121033,,
bird,bird,59.56615,bird,39.784744,deer,0.39384001,horse,1.0,99.53800439834595,,
dog,dog,90.35509,dog,9.490165,horse,0.14587356,cat,1.0,93.03860664367676,,
deer,cat,76.09011,cat,22.519045,deer,0.4543782,horse,4.0,71.29007577896118,51.09338164329529,76.09010934829712
deer,plane,50.959755,plane,25.098408,cat,8.822923,deer,4.0,57.08822011947632,58.874350786209106,50.95975399017334
truck,truck,99.256744,truck,0.59391236,car,0.052869752,ship,2.0,83.09347033500671,93.3596134185791,
plane,plane,99.95056,plane,0.017889643,truck,0.010104352,deer,1.0,99.34367537498474,,
frog,frog,99.99106,frog,0.008224145,cat,0.0003432192,ship,1.0,92.77317523956299,,
car,car,95.17848,car,4.3174562,truck,0.30535653,plane,2.0,48.56505990028381,88.33213448524475,
bird,dog,87.537415,dog,8.300242,bird,3.3464432,deer,2.0,83.61836671829224,97.89249897003174,
dog,dog,99.78487,dog,0.19510233,cat,0.009626913,deer,1.0,95.79082131385803,,
car,car,99.87021,car,0.12098081,truck,0.0039017787,cat,1.0,96.8867301940918,,
frog,cat,87.09393,cat,7.8692436,dog,2.391758,frog,1.0,87.29507327079773,,
horse,plane,69.44651,plane,14.23872,horse,7.4844823,deer,4.0,38.27412128448486,83.1422507762909,69.44651007652283
car,plane,42.883316,plane,19.707487,car,13.81105,horse,4.0,53.62498164176941,34.45501923561096,42.883315682411194
dog,dog,82.78883,dog,13.326603,cat,2.23458,frog,4.0,57.815319299697876,63.43556046485901,82.78883695602417
ship,ship,99.46636,ship,0.49786967,plane,0.008927686,truck,1.0,99.62826371192932,,
ship,ship,99.79831,ship,0.17629312,plane,0.008869289,car,1.0,99.29611086845398,,
plane,plane,99.96329,plane,0.009710982,bird,0.009690297,ship,1.0,97.07915782928467,,
cat,cat,99.97657,cat,0.009497347,dog,0.0067910994,bird,1.0,94.44817304611206,,
truck,truck,99.81601,truck,0.18359883,car,0.00035553527,plane,1.0,99.63240623474121,,
deer,deer,84.16481,deer,15.589955,plane,0.2226611,cat,2.0,39.85200524330139,86.33900284767151,
plane,plane,96.15075,plane,2.4698853,bird,0.57307506,cat,2.0,67.52419471740723,94.52663064002991,
cat,frog,99.92476,frog,0.061295733,dog,0.013758048,cat,1.0,85.8724296092987,,
deer,cat,65.076904,cat,34.837505,deer,0.033360206,dog,4.0,68.82624626159668,67.44917631149292,65.0769054889679
truck,truck,98.985405,truck,0.89221245,car,0.072261035,ship,2.0,56.62585496902466,90.99509716033936,
bird,bird,99.98345,bird,0.0069080773,frog,0.006551655,plane,1.0,95.77332139015198,,
deer,bird,82.77292,bird,15.215169,deer,1.6531616,cat,4.0,45.84388732910156,74.26796555519104,82.77292251586914
cat,cat,99.999985,cat,1.2297302e-05,dog,1.4803016e-06,horse,1.0,99.99539852142334,,
plane,plane,97.24065,plane,2.5755825,ship,0.078412995,deer,2.0,72.33853340148926,96.49980068206787,
frog,frog,99.49693,frog,0.35804102,dog,0.1266979,bird,2.0,69.28369402885437,99.73757266998291,
deer,cat,70.465004,cat,14.569545,frog,11.449755,deer,4.0,79.55963611602783,76.2677550315857,70.46500444412231
dog,cat,97.10976,cat,2.6145463,frog,0.1751534,dog,2.0,75.49680471420288,90.5951201915741,
frog,frog,99.257256,frog,0.4470712,cat,0.19679493,bird,1.0,97.503000497818,,
frog,frog,95.27635,frog,2.6481981,cat,0.6219544,car,3.0,40.37187099456787,59.522682428359985,95.27634978294373
horse,horse,91.03458,horse,7.343666,deer,1.1587167,dog,3.0,53.380584716796875,67.66737103462219,91.03457927703857
ship,ship,99.99911,ship,0.0003129757,plane,0.00028824838,truck,1.0,99.79020357131958,,
deer,deer,64.86097,deer,35.043266,cat,0.061416686,dog,1.0,93.64728331565857,,
ship,ship,99.659935,ship,0.14336126,bird,0.056343235,horse,2.0,43.89001429080963,93.09763312339783,
ship,ship,99.92142,ship,0.031010155,bird,0.014361375,horse,2.0,72.4003553390503,99.4532585144043,
cat,deer,82.331795,deer,11.433807,cat,5.1966524,bird,2.0,80.06865382194519,97.28171229362488,
bird,bird,56.797737,bird,24.660109,cat,16.743216,dog,1.0,90.6462013721466,,
ship,ship,95.82299,ship,1.7135812,plane,0.9783993,truck,2.0,63.06259632110596,87.68622279167175,
plane,plane,53.814495,plane,26.699686,cat,10.1197605,truck,1.0,92.81464219093323,,
bird,plane,91.93606,plane,7.9003067,bird,0.07847679,frog,3.0,36.916348338127136,69.49837803840637,91.93605780601501
dog,dog,61.32151,dog,37.88937,cat,0.5297524,deer,1.0,90.66187739372253,,
frog,frog,99.99201,frog,0.003601216,cat,0.0024364234,bird,1.0,94.18936967849731,,
ship,ship,99.821304,ship,0.06916138,cat,0.057790954,plane,1.0,93.2741105556488,,
horse,horse,99.99737,horse,0.0025564104,deer,5.0970055e-05,dog,2.0,70.28693556785583,99.96745586395264,
ship,ship,95.0998,ship,3.0219316,deer,1.198491,cat,3.0,59.72912311553955,76.31366848945618,95.09980082511902
truck,truck,94.71947,truck,4.1994367,plane,0.60623515,car,2.0,81.0155987739563,89.76340293884277,
truck,truck,99.98686,truck,0.012087397,car,0.0006301081,ship,1.0,96.13176584243774,,
plane,plane,99.676605,plane,0.29941204,truck,0.008826774,ship,2.0,75.37161707878113,99.7626006603241,
frog,plane,94.74007,plane,2.0249896,bird,1.323182,frog,2.0,38.69004249572754,98.1427252292633,
frog,frog,90.34544,frog,3.765571,bird,2.6122813,cat,1.0,90.29039740562439,,
ship,ship,99.026665,ship,0.7406402,truck,0.12068287,plane,1.0,96.69051766395569,,
car,car,99.79512,car,0.10431418,truck,0.08441669,plane,2.0,49.73405301570892,99.50823783874512,
car,car,99.750946,car,0.09574624,cat,0.06876451,plane,1.0,87.77168989181519,,
horse,horse,89.602486,horse,9.793767,dog,0.45212406,cat,2.0,46.44565284252167,90.13794660568237,
deer,deer,99.45537,deer,0.3563412,cat,0.10195033,bird,2.0,56.687843799591064,92.6785409450531,
deer,cat,62.776173,cat,22.391478,deer,11.513631,frog,4.0,82.1435272693634,66.85528755187988,62.776172161102295
bird,bird,99.99487,bird,0.0025628228,truck,0.0015709293,plane,1.0,99.6452808380127,,
cat,cat,71.11799,cat,25.55142,bird,1.8689375,dog,1.0,94.53468322753906,,
frog,frog,99.99464,frog,0.0021780815,ship,0.0015238426,cat,1.0,99.9645471572876,,
truck,truck,94.879654,truck,2.9121761,plane,0.84388757,ship,1.0,86.14687323570251,,
frog,plane,60.060726,plane,29.96078,frog,4.833192,bird,1.0,86.62799596786499,,
bird,bird,97.20953,bird,1.7913429,cat,0.92374486,plane,2.0,58.95693302154541,96.97586297988892,
deer,deer,99.97547,deer,0.021621365,cat,0.0017555805,dog,1.0,99.03472661972046,,
car,car,99.999855,car,0.00010323205,truck,1.114686e-05,cat,1.0,99.99324083328247,,
ship,ship,99.999466,ship,0.00027649518,car,6.789927e-05,truck,2.0,77.06525921821594,99.99257326126099,
bird,dog,56.003807,dog,38.354305,cat,2.5156093,deer,4.0,61.676353216171265,71.65328860282898,56.00380897521973
cat,cat,99.62042,cat,0.19796482,dog,0.07612949,deer,1.0,91.4324402809143,,
car,cat,70.63447,cat,13.57935,car,10.85461,bird,1.0,98.65069389343262,,
frog,cat,99.41397,cat,0.21563452,bird,0.20097354,dog,1.0,94.72962021827698,,
ship,ship,99.619255,ship,0.25439358,plane,0.07136478,truck,1.0,99.94146823883057,,
frog,frog,99.90296,frog,0.07521642,cat,0.013741872,bird,1.0,99.22546148300171,,
ship,ship,99.88494,ship,0.112898625,plane,0.00067543605,car,1.0,99.94040727615356,,
dog,dog,97.9098,dog,2.0888638,cat,0.00076512236,bird,2.0,57.983070611953735,94.49889063835144,
truck,truck,99.25953,truck,0.73641104,car,0.003457614,cat,2.0,80.62178492546082,99.9816358089447,
plane,plane,97.96483,plane,1.9280019,bird,0.04685623,cat,2.0,52.44510769844055,95.11050581932068,
car,car,99.99375,car,0.002245271,bird,0.0014588899,cat,2.0,50.03554821014404,99.9536395072937,
plane,plane,78.65492,plane,15.825091,cat,4.320348,dog,4.0,63.80520462989807,55.50311207771301,78.65492105484009
bird,bird,99.08206,bird,0.456768,deer,0.40306562,cat,2.0,53.79241704940796,99.43947792053223,
truck,truck,97.896126,truck,1.9490246,ship,0.089465305,car,1.0,99.47798252105713,,
bird,bird,98.563095,bird,1.053091,plane,0.33300355,frog,1.0,86.29735708236694,,
truck,truck,99.990166,truck,0.006253955,plane,0.0015592866,cat,2.0,68.60226392745972,99.97729659080505,
plane,plane,99.756805,plane,0.09537347,bird,0.09220643,ship,3.0,56.6057026386261,74.87991452217102,99.75680708885193
truck,truck,99.991486,truck,0.005025299,car,0.003002283,ship,2.0,56.08254075050354,99.83003735542297,
horse,horse,99.99968,horse,0.00021551693,deer,5.835026e-05,plane,2.0,74.89072680473328,99.98840093612671,
ship,ship,99.996796,ship,0.0012872311,plane,0.0006266097,truck,1.0,99.7091293334961,,
